Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA ITAPEMIRIM 23 - APT 301 - SERRA - 30240-000 - BELO HORIZONTE - MG;SERRA;2014;654;142,37;142,37;P3;0,063385;AP;RESIDENCIAL;609400,55;ZA;05/11/2021
RUA ITAPETINGA 912 - APT 102 - CACHOEIRINHA - 31130-152 - BELO HORIZONTE - MG;CACHOEIRINHA;2005;1240;111;111;P3;0,02613;AP;RESIDENCIAL;273876,4;ZAR2;05/11/2021
RUA ITORORO 405 - APT 401 - PADRE EUSTAQUIO - 30720-450 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2010;624;146,06;146,06;P3;0,04594;AP;RESIDENCIAL;728000;ZA;05/11/2021
RUA JOAO FERREIRA CARDOSO 166 - APT 302 - BRASIL INDUSTRIAL - 30626-190 - BELO HORIZONTE - MG;BRASIL INDUSTRIAL;2021;722;49,09;49,09;P3;0,062113;AP;RESIDENCIAL;185000;ZAP;05/11/2021
RUA JOSE DO PATROCINIO CARNEIRO 74 - APT 301 - BURITIS - 30575-250 - BELO HORIZONTE - MG;BURITIS;2010;904;253,26;253,26;P4;0,07629;AP;RESIDENCIAL;1000000;ZAR2;05/11/2021
RUA JOSE GOMES DOMINGUES 200 - BLOCO 1 APT 101 - JAQUELINE - 31748-075 - BELO HORIZONTE - MG;JAQUELINE;1996;15095;65,79;65,79;P3;0,003625;AP;RESIDENCIAL;177488,26;ZAR2;05/11/2021
RUA JOSE LUIZ AZEVEDO 186 - APT 301 - BLOCO 03 - JAQUELINE - 31746-045 - BELO HORIZONTE - MG;JAQUELINE;2012;9555;49,78;49,78;P3;0,006438;AP;RESIDENCIAL;144983,04;ZAR2;05/11/2021
RUA JUVENAL MELO SENRA 395 - APT 608 - BELVEDERE - 30320-660 - BELO HORIZONTE - MG;BELVEDERE;2002;1056;83,09;83,09;P4;0,012426;AP;RESIDENCIAL;517085,77;ZP3;05/11/2021
RUA JUVENAL MELO SENRA 395 - GARAGE 22 2 PAVMTO 2 NIVEL - BELVEDERE - 30320-660 - BELO HORIZONTE - MG;BELVEDERE;2002;1056;18,15;18,15;P4;0,002714;VR;RESIDENCIAL;50000;ZP3;05/11/2021
RUA MARIA HEILBUTH SURETTE 473 - APT 301 - BURITIS - 30575-100 - BELO HORIZONTE - MG;BURITIS;1997;624;119,04;119,04;P3;0,08398;AP;RESIDENCIAL;294552,81;ZAR2;05/11/2021
RUA MARTINICA 432 - APT 403 BLOCO 1 - SANTA BRANCA - 31565-400 - BELO HORIZONTE - MG;SANTA BRANCA;2012;3230;56;56;P4;0,00901;AP;RESIDENCIAL;140000;ZAP;05/11/2021
RUA MATO GROSSO 1061 - SANTO AGOSTINHO - 30190-088 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1947;450;313,81;313,81;P3;1;LJ;NAO RESIDENCIAL;7000000;ZCBH;05/11/2021
RUA ORENOCO 58 - APT 302 - CARMO - 30310-060 - BELO HORIZONTE - MG;CARMO;2021;300;106,44;106,44;P3;0,12194;AP;RESIDENCIAL;574073,5;ZA;05/11/2021
RUA PADRE DEMERVAL GOMES 257 - APT 402 - CORACAO EUCARISTICO - 30535-470 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;2006;1000;124,74;124,74;P3;0,051274;AP;RESIDENCIAL;650000;ZA;05/11/2021
RUA PADRE ODORICO 88 - APT 50 - SAO PEDRO - 30330-040 - BELO HORIZONTE - MG;SAO PEDRO;2021;896,5;7,64;7,64;P4;0,002402;VR;RESIDENCIAL;36936;ZA;05/11/2021
RUA PAULO TIMOTEO NASCIMENTO 945 - APT 501 - SANTA CRUZ - 31150-570 - BELO HORIZONTE - MG;SANTA CRUZ;2017;360;143,41;143,41;P3;0,151766;AP;RESIDENCIAL;680000;ZAP;05/11/2021
RUA POUSO ALEGRE 661 - GARAGE 49 2 SUBSL - COLEGIO BATISTA - 31110-010 - BELO HORIZONTE - MG;COLEGIO BATISTA;2000;669,25;14,43;14,43;P3;0,00647;VC;NAO RESIDENCIAL;32581,79;ZAP;05/11/2021
RUA PROFESSOR PIMENTA DA VEIGA 1142 - APT 502 - CIDADE NOVA - 31170-190 - BELO HORIZONTE - MG;CIDADE NOVA;2018;1800;283,04;283,04;P5;0,034248;AP;RESIDENCIAL;1460000;ZA;05/11/2021
RUA RAIMUNDA SIMOES DA SILVA 83 - APT 503 - MANACAS - 30840-690 - BELO HORIZONTE - MG;MANACAS;2012;840;119,37;119,37;P3;0,03247;AP;RESIDENCIAL;335450,77;ZAP;05/11/2021
RUA RIO DE JANEIRO 2735 - GARAGE 15 PAVMTO 2º - LOURDES - 30160-048 - BELO HORIZONTE - MG;LOURDES;2014;600;16,38;16,38;P5;0,00354;VC;NAO RESIDENCIAL;49999,98;ZCBH;05/11/2021
RUA RIO GRANDE DO SUL 1157 - APT 802 - SANTO AGOSTINHO - 30170-115 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2008;540;165,03;165,03;P4;0,051695;AP;RESIDENCIAL;860000;ZCBH;05/11/2021
RUA RUI BARBOSA DA SILVA 130 - APT 102 BLOCO 3 - PETROPOLIS - 30664-240 - BELO HORIZONTE - MG;PETROPOLIS;2016;6848,15;50,51;50,51;P3;0,006518;AP;RESIDENCIAL;153701,97;ZAR2;05/11/2021
RUA SANTA MARIA ITABIRA 156 - APT 402 - SION - 30310-600 - BELO HORIZONTE - MG;SION;1978;460;133,03;133,03;P3;0,1216;AP;RESIDENCIAL;520000;ZA;05/11/2021
RUA TRIFANA 247 - APT 402 - SERRA - 30210-570 - BELO HORIZONTE - MG;SERRA;2011;740;156,87;156,87;P4;0,04968;AP;RESIDENCIAL;638000;ZA;05/11/2021
RUA URSULA PAULINO 1321 - APT 1201 BLOCO TORRE 1 - ESTRELA DO ORIENTE - 30580-353 - BELO HORIZONTE - MG;ESTRELA DO ORIENTE;2019;22403;125,18;125,18;P3;0,00191;AP;RESIDENCIAL;500000;ZAP;05/11/2021
RUA GIPSITA 125 - CASA 02 - CANDELARIA - 31535-540 - BELO HORIZONTE - MG;CANDELARIA;2021;202,63;105,75;105,75;P3;0,632;CA;RESIDENCIAL;430000;ZAP;05/11/2021
RUA DA REPRESA 20 - BLOCO 1 APT 101 - HAVAI - 30555-130 - BELO HORIZONTE - MG;HAVAI;2000;4590;57,03;57,03;P2;0,011074;AP;RESIDENCIAL;230000;ZAR2;05/11/2021
RUA CURITIBA 2115 - APT 1401 - LOURDES - 30170-127 - BELO HORIZONTE - MG;LOURDES;1993;1188,9;215,07;215,07;P4;0,03252;AP;RESIDENCIAL;1900000;ZCBH;05/11/2021
RUA CEARA 1709 - SALA 801 - SAVASSI - 30150-314 - BELO HORIZONTE - MG;SAVASSI;1993;600;44,61;44,61;P4;0,019056;SL;NAO RESIDENCIAL;166322,23;ZCBH;05/11/2021
RUA CORONEL JOSE DE CASTRO 307 - APT 201 - SANTA CRUZ - 31155-000 - BELO HORIZONTE - MG;SANTA CRUZ;2017;576;127,52;127,52;P3;0,1251;AP;RESIDENCIAL;443769,6;ZAR2;05/11/2021
RUA JABOTICABAL - NOVA GRANADA - 00000-000 - BELO HORIZONTE - MG;NOVA GRANADA;0;356,38;0;0;TE;1;LV;TERRITORIAL;450000;ZAP;05/11/2021
RUA ENEIDA 357 - APT 203 - NOVO GLORIA - 30881-520 - BELO HORIZONTE - MG;NOVO GLORIA;2014;360;92,52;92,52;P3;0,1044;AP;RESIDENCIAL;223812,77;ZAP;05/11/2021
RUA DOS INCONFIDENTES 900 - APT 304 - SAVASSI - 30140-128 - BELO HORIZONTE - MG;SAVASSI;2021;760,09;91,65;91,65;P4;0,019696;AP;RESIDENCIAL;555000;ZCBH;05/11/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 200 - APT 302 BLOCO 2 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2010;8643,8;102,35;102,35;P4;0,006949;AP;RESIDENCIAL;585000;ZAR2;05/11/2021
RUA DONA QUERIDINHA 285 - APT 404 - ITAPOA - 31710-180 - BELO HORIZONTE - MG;ITAPOA;2021;1056,25;174,59;174,59;P3;0,08716;AP;RESIDENCIAL;607573,2;ZAP;05/11/2021
RUA VICENTE PAULO ALMEIDA 202 - APT 302 - SILVEIRA - 31140-470 - BELO HORIZONTE - MG;SILVEIRA;1993;378;179,94;179,94;P3;0,197905;AP;RESIDENCIAL;488429,14;ZAP;05/11/2021
RUA TAQUARI 223 - APT 402 - CONCORDIA - 31130-370 - BELO HORIZONTE - MG;CONCORDIA;2021;467,8;91,18;91,18;P3;0,103778;AP;RESIDENCIAL;310000;ZAR2;05/11/2021
RUA NICOLINA PACHECO 325 - APT 102 - PALMARES - 31155-675 - BELO HORIZONTE - MG;PALMARES;2005;378;153,52;153,52;P3;0,25;AP;RESIDENCIAL;502194,62;ZAP;05/11/2021
RUA TAQUARI 223 - APT 202 - CONCORDIA - 31130-370 - BELO HORIZONTE - MG;CONCORDIA;2021;467,8;89,97;89,97;P3;0,102399;AP;RESIDENCIAL;395000;ZAR2;05/11/2021
RUA FLOR DE ALECRIM 181 - PINDORAMA - 30865-350 - BELO HORIZONTE - MG;PINDORAMA;1980;360;112,85;112,85;P1;1;BA;RESIDENCIAL;191143,9;ZAR2;05/11/2021
RUA JOAO SAMAHA 1385 - APT 302 BLOCO 1 - SAO JOAO BATISTA - 31515-393 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2011;6183,13;60,94;60,94;P3;0,007349;AP;RESIDENCIAL;202505,75;ZAP;05/11/2021
RUA CHEFE PEREIRA 220 - APT 304 - SERRA - 30240-150 - BELO HORIZONTE - MG;SERRA;2021;667,5;89,69;89,69;P3;0,05715;AP;RESIDENCIAL;312121,2;ZA;05/11/2021
RUA CANTOR LUIZ GONZAGA 568 - APT 101 - CASTELO - 30840-340 - BELO HORIZONTE - MG;CASTELO;2004;582,4;69,53;69,53;P3;0,058229;AP;RESIDENCIAL;267018,01;ZAR2;05/11/2021
RUA DO OURO 488 - APT 1 - SERRA - 30220-000 - BELO HORIZONTE - MG;SERRA;1969;359;101,34;101,34;P3;0,122391;AP;RESIDENCIAL;676444,5;ZA;05/11/2021
RUA LEOPOLDINA 72 - APT 502 - SANTO ANTONIO - 30330-230 - BELO HORIZONTE - MG;SANTO ANTONIO;1971;1920;115,28;115,28;P3;0,023418;AP;RESIDENCIAL;750000;ZA;05/11/2021
RUA MARIA MACEDO 233 - SALA 1103 - NOVA GRANADA - 30421-223 - BELO HORIZONTE - MG;NOVA GRANADA;2016;2001,45;45,39;45,39;P3;0,00731;SL;NAO RESIDENCIAL;200000;ZAP;05/11/2021
AVE RAJA GABAGLIA 2000 - SALA 301 PAVMTO 3° BLOCO 1 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2016;24330,1;71,52;71,52;P5;0,001394;SL;NAO RESIDENCIAL;301778,64;ZAR2;05/11/2021
RUA ALUISIO LOBAO VERAS 213 - BLOCO 2 APT 101 - SERRANO - 30882-550 - BELO HORIZONTE - MG;SERRANO;1999;3231,6;68,33;68,33;P3;0,0156;AP;RESIDENCIAL;230000;ZAP;05/11/2021
RUA SAO PAULO 848 - APT 803 - CENTRO - 30170-131 - BELO HORIZONTE - MG;CENTRO;1960;700;149,19;149,19;P3;0,018761;AP;RESIDENCIAL;398337,3;ZHIP;05/11/2021
RUA SAO PAULO 872 - CENTRO - 30170-133 - BELO HORIZONTE - MG;CENTRO;1961;700;32,14;32,14;P3;0,004041;VR;RESIDENCIAL;105695,6;ZHIP;05/11/2021
RUA DO BEIJA FLOR DOURADO 227 - ALTO CAICARAS - 30750-610 - BELO HORIZONTE - MG;ALTO CAICARAS;1996;360;247,74;495,48;P4;1;CA;RESIDENCIAL;1130000;ZAR2;05/11/2021
RUA PROGRESSO 1627 - APT 301 - MONSENHOR MESSIAS - 30720-474 - BELO HORIZONTE - MG;MONSENHOR MESSIAS;2002;367,5;165,18;165,18;P3;0,209709;AP;RESIDENCIAL;556000;ZAP;05/11/2021
RUA GAVEA 30 - APT 901 - NOVA SUISSA - 30421-340 - BELO HORIZONTE - MG;NOVA SUISSA;1981;600;109;109;P3;0,04166;AP;RESIDENCIAL;296000;ZAP;05/11/2021
RUA DESEMBARGADOR JORGE FONTANA 80 - GARAGE 244 - BELVEDERE - 30320-670 - BELO HORIZONTE - MG;BELVEDERE;2009;2112;15,89;15,89;P3;0,001221;VC;NAO RESIDENCIAL;54942,06;ZP3;05/11/2021
RUA ALVA 200 - APT 503 BLOCO 10 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2020;11857,15;62,92;62,92;P4;0,003729;AP;RESIDENCIAL;189807,62;ZAR2;05/11/2021
RUA ALVA 200 - APT 402 BLOCO 12 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2020;11857,15;62,92;62,92;P4;0,003729;AP;RESIDENCIAL;189807,62;ZAR2;05/11/2021
RUA PROFESSOR ANIBAL MATTOS 120 - APT 902 - SANTO ANTONIO - 30350-220 - BELO HORIZONTE - MG;SANTO ANTONIO;2011;1440;284,94;284,94;P4;0,04609;AP;RESIDENCIAL;1049457,58;ZA;05/11/2021
RUA BAGDA 33 - TREVO - 31370-130 - BELO HORIZONTE - MG;TREVO;2003;1865;522,08;522,08;P1;1;CA;RESIDENCIAL;1350000;ZP2;05/11/2021
RUA CAMPOS SALES 533 - NOVA SUISSA - 30421-049 - BELO HORIZONTE - MG;NOVA SUISSA;1953;340;83,15;83,15;P2;0,0757;LJ;NAO RESIDENCIAL;86220,68;ZAP;05/11/2021
RUA MATIPO 137 - APT 201 - SANTO ANTONIO - 30350-210 - BELO HORIZONTE - MG;SANTO ANTONIO;1987;700;213,1;213,1;P4;0,08734;AP;RESIDENCIAL;690000;ZA;05/11/2021
RUA MERIDIONAL 85 - APT 403 BLOCO 1 - SERRANO - 30882-010 - BELO HORIZONTE - MG;SERRANO;2010;5152,16;62,25;62,25;P3;0,01822;AP;RESIDENCIAL;280000;ZAR2;05/11/2021
RUA ODILON BRAGA 485 - APT 801 - ANCHIETA - 30310-390 - BELO HORIZONTE - MG;ANCHIETA;1998;900;203,16;203,16;P4;0,0619;AP;RESIDENCIAL;1000000;ZA;05/11/2021
RUA DOS BOROROS 105 - APT 701 - TORRE 1 - SANTA MONICA - 31530-290 - BELO HORIZONTE - MG;SANTA MONICA;2014;4388;69,21;69,21;P3;0,00608;AP;RESIDENCIAL;240000;ZAP;05/11/2021
RUA ALESSANDRA SALUM CADAR 960 - CASA 06 BLOCO 06 - BURITIS - 30575-190 - BELO HORIZONTE - MG;BURITIS;2019;17237;254,27;254,27;P5;0,03116;CA;RESIDENCIAL;1538521,14;ZAR2;05/11/2021
RUA CURITIBA 1544 - APT 2203 - LOURDES - 30170-122 - BELO HORIZONTE - MG;LOURDES;2010;1640;222,84;222,84;P5;0,01825;AP;RESIDENCIAL;1600000;ZCBH;05/11/2021
RUA DOS JACAMINS - VILA CLORIS - 31775-290 - BELO HORIZONTE - MG;VILA CLORIS;0;360;0;0;TE;1;LV;TERRITORIAL;432000;ZAP;06/11/2021
RUA GENERAL ANDRADE NEVES 561 - APT 201 - GUTIERREZ - 30441-119 - BELO HORIZONTE - MG;GUTIERREZ;2020;350;140,07;140,07;P3;0,10403;AP;RESIDENCIAL;610000;ZA;06/11/2021
RUA VEREADOR TEIXEIRA DE AZEREDO 107 - APT 102 - CIDADE NOVA - 31170-140 - BELO HORIZONTE - MG;CIDADE NOVA;1981;360;120;120;P3;0,166666;AP;RESIDENCIAL;258912;ZA;06/11/2021
RUA ESTORIL 41 - BLOCO 11 APT 404 - SAO FRANCISCO - 31255-190 - BELO HORIZONTE - MG;SAO FRANCISCO;1993;9594,88;52,48;104,96;P2;0,0037;AP;RESIDENCIAL;160526,26;ZAR2;06/11/2021
RUA BATALHA 51 - BLOCO 2 APT 201 - SAO FRANCISCO - 31255-055 - BELO HORIZONTE - MG;SAO FRANCISCO;2003;1000;51,17;51,17;P2;0,035654;AP;RESIDENCIAL;160000;ZESFR;07/11/2021
RUA FLOR DE ESPARODIA 51 - APT 602 BLOCO 1 - OURO PRETO - 31340-050 - BELO HORIZONTE - MG;OURO PRETO;2013;6720;117,93;117,93;P4;0,010775;AP;RESIDENCIAL;500000;ZAR2;07/11/2021
RUA MARIA HEILBUTH SURETTE 216 - APT 101 - BURITIS - 30575-100 - BELO HORIZONTE - MG;BURITIS;1998;500;144,4;144,4;P3;0,1429;AP;RESIDENCIAL;430000;ZAR2;07/11/2021
RUA SANTA JULIANA 88 - APT 202 BLOCO 1 - SALGADO FILHO - 30550-220 - BELO HORIZONTE - MG;SALGADO FILHO;2015;636;122,65;122,65;P3;0,053171;AP;RESIDENCIAL;425000;ZAP;07/11/2021
RUA DO AMIANTO 457 - SANTA TEREZA - 31010-500 - BELO HORIZONTE - MG;SANTA TEREZA;1970;296,7;134;134;P2;0,587719;CA;RESIDENCIAL;311150;ZA;07/11/2021
RUA DO AMIANTO 457 - SANTA TEREZA - 31010-500 - BELO HORIZONTE - MG;SANTA TEREZA;1972;296,7;94;94;P2;0,412281;GP;NAO RESIDENCIAL;213484,8;ZA;07/11/2021
RUA GRAFITO 282 - SANTA TEREZA - 31010-120 - BELO HORIZONTE - MG;SANTA TEREZA;1956;351;85;85;P2;0,4885;CA;RESIDENCIAL;322932;ZA;07/11/2021
RUA NORALDINO LIMA 290 - APT 404 - AEROPORTO - 31270-650 - BELO HORIZONTE - MG;AEROPORTO;2012;3194,25;72,7;72,7;P4;0,00779;AP;RESIDENCIAL;300000;ZAP;07/11/2021
AVE ALTAMIRO AVELINO SOARES 110 - APT 201 - CASTELO - 31330-000 - BELO HORIZONTE - MG;CASTELO;2013;840;86,4;86,4;P3;0,03243;AP;RESIDENCIAL;368000;ZAR2;08/11/2021
RUA ADELINA MARIA DE OLIVEIRA 29 - BLOCO 6 APT 402 - DIAMANTE - 30644-204 - BELO HORIZONTE - MG;DIAMANTE;2002;5593,48;48,83;48,83;P3;0,006687;AP;RESIDENCIAL;150000;ZAP;08/11/2021
RUA AGOSTINHO AZZI 51 - BLOCO 4 APT 503 - SILVEIRA - 31140-410 - BELO HORIZONTE - MG;SILVEIRA;2001;5170;82,52;82,52;P3;0,00775;AP;RESIDENCIAL;290000;ZAP;08/11/2021
RUA ALVARO FERREIRA CARDOSO 396 - APT 202 - CARDOSO - 30626-280 - BELO HORIZONTE - MG;CARDOSO;2021;366;56,59;56,59;P3;0,10883;AP;RESIDENCIAL;270000;ZAP;08/11/2021
RUA APARECIDA FEITOSA FURTADO 118 - APT 402 - DIAMANTE - 30627-205 - BELO HORIZONTE - MG;DIAMANTE;2012;360,14;158,44;158,44;P3;0,16009;AP;RESIDENCIAL;478550,5;ZAP;08/11/2021
RUA ARAGUARI 37 - GARAGE 23 - BARRO PRETO - 30190-110 - BELO HORIZONTE - MG;BARRO PRETO;1972;670;29,23;29,23;P3;0,00333;VR;RESIDENCIAL;80534,5;ZCBH;08/11/2021
RUA BARAO DE LEOPOLDINA 236 - JOAO PINHEIRO - 30530-080 - BELO HORIZONTE - MG;JOAO PINHEIRO;1989;360;292,29;514,29;P3;1;CA;RESIDENCIAL;463661,23;ZAR2;08/11/2021
RUA BARAO DO MONTE ALTO 960 - BLOCO 4 APT 404 - CARDOSO - 30626-480 - BELO HORIZONTE - MG;CARDOSO;1993;6320;53,57;53,57;P2;0,005304;AP;RESIDENCIAL;134999,93;ZAP;08/11/2021
RUA BERNARDO GUIMARAES 594 - APT 1101 - FUNCIONARIOS - 30140-086 - BELO HORIZONTE - MG;FUNCIONARIOS;2021;1290;241,17;241,17;P4;0,03143;AP;RESIDENCIAL;1666000;ZCBH;08/11/2021
RUA CARATINGA 345 - ANCHIETA - 30310-510 - BELO HORIZONTE - MG;ANCHIETA;1958;336;12;12;P3;0,046875;LJ;NAO RESIDENCIAL;96146,49;ZA;08/11/2021
RUA CARATINGA 345 - ANCHIETA - 30310-510 - BELO HORIZONTE - MG;ANCHIETA;1958;336;244;244;P2;0,953125;CA;RESIDENCIAL;1954978,51;ZA;08/11/2021
RUA DOM JOAO PIMENTA 160 - APT 301 - CORACAO EUCARISTICO - 30535-440 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1975;380;119,46;119,46;P3;0,143241;AP;RESIDENCIAL;330000;ZA;08/11/2021
RUA HEMATITA 303 - APT 202 - CAICARAS - 30770-110 - BELO HORIZONTE - MG;CAICARAS;2011;323,5;110,93;110,93;P3;0,14521;AP;RESIDENCIAL;400000;ZAP;08/11/2021
RUA ITABERA 958 - APT 303 - SANTA EFIGENIA - 30260-320 - BELO HORIZONTE - MG;SANTA EFIGENIA;1981;360;81;81;P2;0,1118;AP;RESIDENCIAL;230000;ZA;08/11/2021
RUA JOAQUIM LINHARES 20 - ANCHIETA - 30310-400 - BELO HORIZONTE - MG;ANCHIETA;1950;360;272,06;272,06;P3;1;CA;RESIDENCIAL;2196000;ZA;08/11/2021
RUA JOSE DE ALENCAR 395 - CALAFATE - 30411-550 - BELO HORIZONTE - MG;CALAFATE;1960;360;233,51;233,51;P3;1;CA;RESIDENCIAL;890000;ZAP;08/11/2021
RUA LINDOLFO DE AZEVEDO 2277 - APT 302 - JARDIM AMERICA - 30421-480 - BELO HORIZONTE - MG;JARDIM AMERICA;2012;369,6;120,04;120,04;P3;0,107678;AP;RESIDENCIAL;400000;ZAP;08/11/2021
RUA MANOEL LOPES COELHO 486 - ITAPOA - 31710-530 - BELO HORIZONTE - MG;ITAPOA;1983;300;18;18;P3;0,069018;CC;NAO RESIDENCIAL;43566,5;ZAP;08/11/2021
RUA MANOEL LOPES COELHO 486 - ITAPOA - 31710-530 - BELO HORIZONTE - MG;ITAPOA;1983;300;242,8;242,8;P3;0,930982;CA;RESIDENCIAL;569355,9;ZAP;08/11/2021
RUA MOACYR FROES 39 - BLOCO 9 APT 203 - SAO JOAO BATISTA - 31515-215 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2002;3328;54,46;54,46;P3;0,007832;AP;RESIDENCIAL;161256,06;ZAP;08/11/2021
RUA NOSSA SENHORA DO AMPARO 22 - APT 504 BLOCO 2 - BELMONTE - 31870-140 - BELO HORIZONTE - MG;BELMONTE;2008;7573,27;47,44;47,44;P3;0,006665;AP;RESIDENCIAL;142205,08;ZAR2;08/11/2021
RUA PADRE FAUSTINO 254 - APT 101 BLOCO 2 - NOVA VISTA - 31070-070 - BELO HORIZONTE - MG;NOVA VISTA;2010;720;108,38;108,38;P3;0,0468;AP;RESIDENCIAL;316358;ZAP;08/11/2021
RUA PROFESSOR OTTO CIRNE 81 - APT 703 BLOCO II - CORACAO DE JESUS - 30380-610 - BELO HORIZONTE - MG;CORACAO DE JESUS;2005;3849,15;134,71;134,71;P4;0,011522;AP;RESIDENCIAL;705000;ZA;08/11/2021
RUA RIO GRANDE DO SUL 1555 - APT 702 - SANTO AGOSTINHO - 30170-116 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2020;888;168,19;168,19;P4;0,03065;AP;RESIDENCIAL;1365650;ZCBH;08/11/2021
RUA ROSA ZANDONA 240 - BLOCO 2 APT 202 - VENDA NOVA - 31510-050 - BELO HORIZONTE - MG;VENDA NOVA;1999;1299,5;52,4;52,4;P2;0,027972;AP;RESIDENCIAL;180000;ZAP;08/11/2021
RUA SAIDE HADDAD ANTONIO 525 - APT 203 - COPACABANA - 31550-040 - BELO HORIZONTE - MG;COPACABANA;2000;426;66,52;66,52;P2;0,183292;AP;RESIDENCIAL;280000;ZAR2;08/11/2021
RUA SENHORA DA PAZ 122 - APT 103 - CANADA - 31130-020 - BELO HORIZONTE - MG;CANADA;1995;455;70,51;70,51;P2;0,1242;AP;RESIDENCIAL;180000;ZAR2;08/11/2021
RUA TOME DE SOUZA 1232 - APT 301 - SAVASSI - 30140-138 - BELO HORIZONTE - MG;SAVASSI;1983;2154;183;183;P4;0,01094;AP;RESIDENCIAL;900000;ZCBH;08/11/2021
RUA VICENTE DE AZEVEDO 25 - APT 202 - BARREIRO - 30640-530 - BELO HORIZONTE - MG;BARREIRO;2019;360;110,67;110,67;P3;0,107837;AP;RESIDENCIAL;460000;ZAP;08/11/2021
RUA VITORIO MAGNAVACCA 365 - APT 802 - BURITIS - 30492-015 - BELO HORIZONTE - MG;BURITIS;2018;900;275,39;275,39;P4;0,06782;AP;RESIDENCIAL;1000000;ZAR2;08/11/2021
RUA JOAQUIM MURTINHO 65 - APT 402 - SANTO ANTONIO - 30350-050 - BELO HORIZONTE - MG;SANTO ANTONIO;1980;480;137;137;P3;0,083333;AP;RESIDENCIAL;430000;ZA;08/11/2021
RUA CHEFE PEREIRA 220 - APT 303 - SERRA - 30240-150 - BELO HORIZONTE - MG;SERRA;2021;667,5;89,69;89,69;P3;0,05715;AP;RESIDENCIAL;312121,2;ZA;08/11/2021
AVE DOS ENGENHEIROS 1210 - BLOCO B APT 104 - CASTELO - 30840-372 - BELO HORIZONTE - MG;CASTELO;1998;2370;52,95;52,95;P3;0,015636;AP;RESIDENCIAL;200667,09;ZAR2;08/11/2021
RUA PINHEIRO CHAGAS 250 - BARREIRO - 30642-030 - BELO HORIZONTE - MG;BARREIRO;1976;360;134;134;P2;1;CA;RESIDENCIAL;670200;ZAP;08/11/2021
RUA RIO GRANDE DO SUL 1285 - APT 502 - SANTO AGOSTINHO - 30170-116 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1983;1800;123;123;P3;0,013035;AP;RESIDENCIAL;640000;ZCBH;08/11/2021
RUA WADY JOSE ALAU 44 - APT 303 - OURO PRETO - 31330-680 - BELO HORIZONTE - MG;OURO PRETO;2013;1024;144,72;144,72;P3;0,03927;AP;RESIDENCIAL;790000;ZAP;08/11/2021
RUA JOAQUIM LINHARES 10 - ANCHIETA - 30310-400 - BELO HORIZONTE - MG;ANCHIETA;1958;350;185,31;185,31;P2;1;CA;RESIDENCIAL;2159400;ZA;08/11/2021
RUA JORNALISTA THEODULO PEREIRA 25 - APT 302 - FERNAO DIAS - 31910-255 - BELO HORIZONTE - MG;FERNAO DIAS;2009;372;95,34;95,34;P3;0,12821;AP;RESIDENCIAL;328465,37;ZAP;08/11/2021
AVE MAURETTE JOSE DOS SANTOS 105 - APT 104 - MANACAS - 30840-590 - BELO HORIZONTE - MG;MANACAS;2011;420;86,61;86,61;P3;0,06337;AP;RESIDENCIAL;298594,72;ZAP;08/11/2021
RUA PADRE FAUSTINO 254 - APT 401 BLOCO 2 - NOVA VISTA - 31070-070 - BELO HORIZONTE - MG;NOVA VISTA;2010;720;90,32;90,32;P3;0,039;AP;RESIDENCIAL;340000;ZAP;08/11/2021
RUA GUARANESIA 164 - APT 301 - COLEGIO BATISTA - 31110-170 - BELO HORIZONTE - MG;COLEGIO BATISTA;2021;360;172,34;172,34;P4;0,164514;AP;RESIDENCIAL;820000;ZAP;08/11/2021
RUA WASHINGTON 826 - SION - 30315-540 - BELO HORIZONTE - MG;SION;1965;480;420;420;P3;1;CA;RESIDENCIAL;2280000;ZA;08/11/2021
RUA IGUASSU 784 - CONCORDIA - 31110-600 - BELO HORIZONTE - MG;CONCORDIA;1968;300;145;145;P2;0,878788;CA;RESIDENCIAL;400000;ZAP;08/11/2021
RUA TITO GUIMARAES 128 - APT 103 - BURITIS - 30575-070 - BELO HORIZONTE - MG;BURITIS;2013;1203;252,01;252,01;P4;0,022764;AP;RESIDENCIAL;790000;ZAR2;08/11/2021
