Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA PENETRACAO D 40 - BLOCO D2 APT 304 - HORTO FLORESTAL - 31035-209 - BELO HORIZONTE - MG;HORTO FLORESTAL;1978;26100;65;65;P2;0,002653;AP;RESIDENCIAL;210145;ZAP;24/11/2021
RUA IRACY MANATA 98 - APT 401 - BURITIS - 30575-060 - BELO HORIZONTE - MG;BURITIS;2009;2243;109,1;109,1;P3;0,025063;AP;RESIDENCIAL;450000;ZAR2;24/11/2021
RUA FRANCISCO AUGUSTO ROCHA 101 - APT 1007 BLOCO 1 - PLANALTO - 31720-260 - BELO HORIZONTE - MG;PLANALTO;2016;15838,43;97,29;97,29;P4;0,002628;AP;RESIDENCIAL;343944,47;ZAP;24/11/2021
RUA BERNARDO GUIMARAES 1006 - APT 1001 - BOA VIAGEM - 30140-084 - BELO HORIZONTE - MG;BOA VIAGEM;2001;868,75;154,43;154,43;P4;0,045455;AP;RESIDENCIAL;852453,6;ZCBH;24/11/2021
RUA ANA PEREIRA MENEZES 207 - APT 403 BLOCO 9 - SAO GABRIEL - 31980-065 - BELO HORIZONTE - MG;SAO GABRIEL;2016;9128,31;49,18;49,18;P3;0,005556;AP;RESIDENCIAL;188760,06;ZAR2;24/11/2021
RUA DOS INDUSTRIARIOS 995 - BAIRRO NOVO DAS INDUSTRIAS - 30610-280 - BELO HORIZONTE - MG;BAIRRO NOVO DAS INDUSTRIAS;1984;360;155,03;155,03;P2;0,458168;GP;NAO RESIDENCIAL;500000;ZAR2;24/11/2021
RUA BRUNO FELIPE FERREIRA 170 - APT 101 BLOCO 5 - SOLAR DO BARREIRO - 30628-191 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2009;17323,13;46,2;46,2;P2;0,003909;AP;RESIDENCIAL;134191,12;ZE;24/11/2021
RUA DESEMBARGADOR REIS ALVES 234 - BAIRRO DAS INDUSTRIAS I - 30610-270 - BELO HORIZONTE - MG;BAIRRO DAS INDUSTRIAS I;2002;360;398;461;P2;1;GP;NAO RESIDENCIAL;457494,4;ZAR2;24/11/2021
RUA JOAO DE ALMEIDA 276 - ESTORIL - 30494-115 - BELO HORIZONTE - MG;ESTORIL;2017;853;422,2;422,2;P3;1;CA;RESIDENCIAL;1667760;ZAR1;24/11/2021
RUA WASHINGTON 838 - SION - 30315-540 - BELO HORIZONTE - MG;SION;1962;392;304;304;P3;1;CC;NAO RESIDENCIAL;1960000;ZA;24/11/2021
RUA MACHADO NUNES 175 - APT 401 - SALGADO FILHO - 30550-280 - BELO HORIZONTE - MG;SALGADO FILHO;2021;370;134,11;134,11;P3;0,145968;AP;RESIDENCIAL;441221,9;ZAP;24/11/2021
RUA RIO GRANDE DO NORTE 641 - APT 404 - FUNCIONARIOS - 30130-131 - BELO HORIZONTE - MG;FUNCIONARIOS;1984;540;69;69;P3;0,02005;AP;RESIDENCIAL;378000;ZCBH;24/11/2021
RUA LAURA BRITO FARIAS 571 - APT 201 - HELIOPOLIS - 31741-585 - BELO HORIZONTE - MG;HELIOPOLIS;2006;430,18;134,13;134,13;P3;0,13551;AP;RESIDENCIAL;419223,32;ZAR2;24/11/2021
RUA CASTELO DE ALENQUER 440 - APT 501 - CASTELO - 31330-050 - BELO HORIZONTE - MG;CASTELO;2009;840;154,42;154,42;P3;0,06903;AP;RESIDENCIAL;915000;ZAR2;24/11/2021
PCA BARAKAT ISSA BARAKAT 27 - APT 303 - CIDADE NOVA - 31170-830 - BELO HORIZONTE - MG;CIDADE NOVA;1987;610;150;150;P3;0,16;AP;RESIDENCIAL;700000;ZA;24/11/2021
RUA ESPIRITO SANTO 1868 - APT 1302 - LOURDES - 30160-032 - BELO HORIZONTE - MG;LOURDES;1999;1200;259,2;259,2;P5;0,03061;AP;RESIDENCIAL;1500000;ZCBH;24/11/2021
RUA RUBI 152 - PRADO - 30411-125 - BELO HORIZONTE - MG;PRADO;1950;144;161,04;161,04;P2;1;CA;RESIDENCIAL;1100000;ZA;24/11/2021
RUA DAS PEROLAS 140 - APT 201 BLOCO 2 - SANTA MARIA - 30525-500 - BELO HORIZONTE - MG;SANTA MARIA;2021;11084,74;50,1;50,1;P4;0,004002;AP;RESIDENCIAL;215000;ZAR2;24/11/2021
RUA DAS PEROLAS 140 - APT 303 BLOCO 2 - SANTA MARIA - 30525-500 - BELO HORIZONTE - MG;SANTA MARIA;2021;11084,74;53,84;53,84;P4;0,004301;AP;RESIDENCIAL;215000;ZAR2;24/11/2021
RUA RUBI 138 - PRADO - 30411-125 - BELO HORIZONTE - MG;PRADO;2016;480;636,49;636,49;P2;0,651727;LJ;NAO RESIDENCIAL;1793011,1;ZA;24/11/2021
RUA RUBI 138 - PRADO - 30411-125 - BELO HORIZONTE - MG;PRADO;2016;480;340,13;340,13;P2;0,348273;CA;RESIDENCIAL;954751,4;ZA;24/11/2021
RUA GARARU 121 - APT 401 - SAGRADA FAMILIA - 31035-390 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2019;400;65,81;65,81;P3;0,13954;AP;RESIDENCIAL;230000;ZAP;24/11/2021
RUA URSULA PAULINO 409 - APT 304 BLOCO 8 - CINQUENTENARIO - 30570-000 - BELO HORIZONTE - MG;CINQUENTENARIO;2009;8579,84;79,57;79,57;P3;0,003851;AP;RESIDENCIAL;280000;ZAP;24/11/2021
RUA SANTA URSULA - OURO MINAS - 31870-360 - BELO HORIZONTE - MG;OURO MINAS;0;360;0;0;TE;1;LV;TERRITORIAL;92664;ZP1;24/11/2021
RUA CURITIBA 1860 - APT 501 - LOURDES - 30170-127 - BELO HORIZONTE - MG;LOURDES;1988;600;140;140;P3;0,0426;AP;RESIDENCIAL;658000;ZCBH;24/11/2021
RUA SILVA ALVARENGA 787 - APT 901 BLOCO TORRE STYLE - SAO GERALDO - 31050-640 - BELO HORIZONTE - MG;SAO GERALDO;2019;4822;99,7;99,7;P3;0,006952;AP;RESIDENCIAL;328013;ZAP;24/11/2021
RUA DOS TIMBIRAS 100 - APT 703 - FUNCIONARIOS - 30140-060 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;1254,42;148,24;148,24;P4;0,018278;AP;RESIDENCIAL;889440;ZCBH;24/11/2021
RUA GUAXUPE 212 - APT 2 - SERRA - 30220-320 - BELO HORIZONTE - MG;SERRA;1978;496;141,88;141,88;P3;0,125;AP;RESIDENCIAL;462765;ZA;24/11/2021
RUA CANTOR LUIZ GONZAGA 463 - APT 102 - CASTELO - 30840-340 - BELO HORIZONTE - MG;CASTELO;2001;420;126,78;126,78;P3;0,168125;AP;RESIDENCIAL;367053,46;ZAR2;24/11/2021
RUA PROFESSORA BARTIRA MOURAO 300 - APT 202 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;1992;900;216,59;216,59;P4;0,07875;AP;RESIDENCIAL;618581,04;ZAR2;24/11/2021
RUA CONSUL ROBERT LEVY 44 - SAO BENTO - 30350-710 - BELO HORIZONTE - MG;SAO BENTO;1983;900;546,76;546,76;P5;1;CA;RESIDENCIAL;2458713,96;ZAR1;24/11/2021
RUA DOS TIMBIRAS 1940 - GARAGE 67 - LOURDES - 30140-069 - BELO HORIZONTE - MG;LOURDES;1992;1096;7,76;7,76;P3;0,0006;VC;NAO RESIDENCIAL;38999,98;ZHIP;24/11/2021
RUA PADRE DEMERVAL GOMES 142 - CORACAO EUCARISTICO - 30535-470 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;1974;1282;80;80;P2;0,041667;AP;RESIDENCIAL;270797,9;ZA;24/11/2021
AVE CRISTIANO MACHADO 1837 - APT 202 - SILVEIRA - 31140-535 - BELO HORIZONTE - MG;SILVEIRA;1984;1152;104;104;P3;0,015;AP;RESIDENCIAL;290000;ZAP;24/11/2021
RUA PROFESSORA BARTIRA MOURAO 546 - APT 501 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;2002;900;347,81;347,81;P4;0,12382;AP;RESIDENCIAL;815000;ZAR2;24/11/2021
RUA JOAO DA CUNHA 265 - APT 22 - PRADO - 30411-244 - BELO HORIZONTE - MG;PRADO;1972;360;70,45;70,45;P3;0,124435;AP;RESIDENCIAL;265000;ZA;24/11/2021
RUA DO ROSARIO 297 - APARECIDA - 31230-680 - BELO HORIZONTE - MG;APARECIDA;1970;390;57,15;57,15;P2;1;BA;RESIDENCIAL;313640,6;ZAR2;24/11/2021
RUA FRANCISCO AUGUSTO ROCHA 101 - APT 705 BLOCO 4 - PLANALTO - 31720-260 - BELO HORIZONTE - MG;PLANALTO;2016;15838,43;69,64;69,64;P4;0,001881;AP;RESIDENCIAL;264000;ZAP;24/11/2021
RUA SANTO ANTONIO DO MONTE 360 - APT 101 - SANTO ANTONIO - 30330-220 - BELO HORIZONTE - MG;SANTO ANTONIO;1968;400;143,43;143,43;P3;0,135;AP;RESIDENCIAL;382958,1;ZA;24/11/2021
RUA ABRE CAMPO 400 - GARAGE 20 - SANTO ANTONIO - 30350-190 - BELO HORIZONTE - MG;SANTO ANTONIO;2020;740;8,33;8,33;P4;0,002975;VR;RESIDENCIAL;29904,7;ZA;25/11/2021
RUA AGENA 90 - SANTA LUCIA - 30360-730 - BELO HORIZONTE - MG;SANTA LUCIA;1992;367,5;501,47;501,47;P4;1;CA;RESIDENCIAL;1372013,7;ZAR1;25/11/2021
RUA BENTO MENDES CASTANHEIRA 40 - APT 1001 - DONA CLARA - 31260-270 - BELO HORIZONTE - MG;DONA CLARA;2016;1922;130,97;130,97;P3;0,020301;AP;RESIDENCIAL;425000;ZAP;25/11/2021
RUA CASTELO DE AVIS 65 - APT 1001 - CASTELO - 31330-110 - BELO HORIZONTE - MG;CASTELO;2011;1332;146,32;146,32;P4;0,026752;AP;RESIDENCIAL;700000;ZAR2;25/11/2021
RUA CONSELHEIRO JOAQUIM CAETANO 1080 - APT 202 - NOVA GRANADA - 30431-320 - BELO HORIZONTE - MG;NOVA GRANADA;1992;700;124,92;124,92;P3;0,0885;AP;RESIDENCIAL;330388,42;ZAP;25/11/2021
RUA DETETIVE NELSON SILVA 47 - APT 402 - SANTA AMELIA - 31560-090 - BELO HORIZONTE - MG;SANTA AMELIA;2009;744;89,72;89,72;P3;0,04206;AP;RESIDENCIAL;290000;ZAP;25/11/2021
RUA DOS GOITACAZES 103 - SALA 1105 - CENTRO - 30190-910 - BELO HORIZONTE - MG;CENTRO;1965;742;45,71;45,71;P3;0,004817;SL;NAO RESIDENCIAL;99231,73;ZHIP;25/11/2021
RUA DOS TIMBIRAS 2500 - BLOCO A APT 311 - SANTO AGOSTINHO - 30140-903 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1971;15968;21,14;21,14;P3;0,000262;AP;RESIDENCIAL;110000;ZHIP;25/11/2021
RUA GERALDO BICALHO 36 - APT 101 - NOVA SUISSA - 30421-108 - BELO HORIZONTE - MG;NOVA SUISSA;1978;747;93;93;P3;0,011784;AP;RESIDENCIAL;270000;ZAP;25/11/2021
RUA GILSON BRETAS 215 - APT 103 - DONA CLARA - 31260-350 - BELO HORIZONTE - MG;DONA CLARA;2016;389;97,34;97,34;P3;0,1454;AP;RESIDENCIAL;338743,2;ZAP;25/11/2021
RUA HENRIQUE HORTA 126 - APT 102 - PLANALTO - 31720-400 - BELO HORIZONTE - MG;PLANALTO;2021;360;106,83;106,83;P3;0,14443;AP;RESIDENCIAL;455000;ZAP;25/11/2021
RUA HUMBERTO ROSA TEIXEIRA 314 - CASA 2 - SANTA AMELIA - 31560-400 - BELO HORIZONTE - MG;SANTA AMELIA;2000;374;143,68;143,68;P3;0,482958;CA;RESIDENCIAL;610000;ZAR2;25/11/2021
RUA JOAO GOMES 314 - APT 101 - PARAISO - 30270-390 - BELO HORIZONTE - MG;PARAISO;2006;360;84,23;84,23;P3;0,086221;AP;RESIDENCIAL;263260,87;ZAP;25/11/2021
RUA JULIO DE CASTILHO 133 - APT 1007 BLOCO 1 - CINQUENTENARIO - 30570-080 - BELO HORIZONTE - MG;CINQUENTENARIO;2013;17696,91;81,58;81,58;P3;0,002699;AP;RESIDENCIAL;315000;ZAP;25/11/2021
RUA LUDGERO DOLABELA 725 - APT 900 - GUTIERREZ - 30441-048 - BELO HORIZONTE - MG;GUTIERREZ;1993;1032;305,99;305,99;P4;0,08216;AP;RESIDENCIAL;1246603,26;ZA;25/11/2021
RUA MARIA FERREIRA DA SILVA 525 - APT 702 TORRE 2 - FERNAO DIAS - 31920-350 - BELO HORIZONTE - MG;FERNAO DIAS;2014;2170;190,25;190,25;P3;0,027638;AP;RESIDENCIAL;590000;ZAP;25/11/2021
RUA MATIAS CARDOSO 304 - APT 1102 - SANTO AGOSTINHO - 30170-050 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2021;1200;357,23;357,23;P5;0,047119;AP;RESIDENCIAL;2950000;ZCBH;25/11/2021
RUA SATURNO 159 - SATELITE - 31748-013 - BELO HORIZONTE - MG;SATELITE;0;360;0;0;TE;1;LV;TERRITORIAL;356400;ZAR2;25/11/2021
RUA SATURNO - SATELITE - 00000-000 - BELO HORIZONTE - MG;SATELITE;0;360;0;0;TE;1;LV;TERRITORIAL;356400;ZAR2;25/11/2021
RUA SENHORA DO PORTO 1600 - APT 1005 BLOCO 2 - PALMEIRAS - 30575-590 - BELO HORIZONTE - MG;PALMEIRAS;2017;14355,13;55,44;55,44;P4;0,003353;AP;RESIDENCIAL;320000;ZAR2;25/11/2021
RUA UBAI 34 - LOJA 3 - IPIRANGA - 31140-610 - BELO HORIZONTE - MG;IPIRANGA;1992;361,62;18,27;18,27;P2;0,016;LJ;NAO RESIDENCIAL;70000;ZAP;25/11/2021
RUA ULISSES MARCONDES ESCOBAR 36 - APT 101 - BURITIS - 30575-110 - BELO HORIZONTE - MG;BURITIS;1994;469;144,8;144,8;P3;0,166666;AP;RESIDENCIAL;470000;ZAR2;25/11/2021
RUA URARICOERA 324 - APT 501 - RENASCENCA - 31130-580 - BELO HORIZONTE - MG;RENASCENCA;2007;423,5;170,47;170,47;P4;0,146434;AP;RESIDENCIAL;550000;ZAP;25/11/2021
RUA VEREADOR ORLANDO BONFIM 43 - APT 301 - PLANALTO - 31720-490 - BELO HORIZONTE - MG;PLANALTO;2021;360;94,13;94,13;P4;0,119773;AP;RESIDENCIAL;390000;ZAP;25/11/2021
RUA VIAMAO 1060 - APT 1 - ALTO BARROCA - 30431-020 - BELO HORIZONTE - MG;ALTO BARROCA;1979;337;73,84;73,84;P3;0,1152;AP;RESIDENCIAL;220000;ZA;25/11/2021
RUA VIVEIROS DE CASTRO 167 - CASA 2 - COPACABANA - 31540-520 - BELO HORIZONTE - MG;COPACABANA;2005;360;59,5;59,5;P3;0,333333;CA;RESIDENCIAL;320000;ZAR2;25/11/2021
RUA DONATO DA FONSECA 737 - APT 704 A BLOCO A - CORACAO DE JESUS - 30380-260 - BELO HORIZONTE - MG;CORACAO DE JESUS;1978;2216;207,18;207,18;P3;0,018475;AP;RESIDENCIAL;540000;ZA;25/11/2021
RUA ARTUR DE SA 2146 - UNIAO - 31170-710 - BELO HORIZONTE - MG;UNIAO;1995;107;177;177;P2;1;CA;RESIDENCIAL;238626;ZAP;25/11/2021
RUA PROFESSOR TABAJARA PEDROSO 100 - APT 204 - PALMARES - 31155-670 - BELO HORIZONTE - MG;PALMARES;1997;720;174,87;174,87;P3;0,12195;AP;RESIDENCIAL;615000;ZAP;25/11/2021
RUA PROFESSOR DOMICIO MURTA 130 - APT 1004 - OURO PRETO - 31330-670 - BELO HORIZONTE - MG;OURO PRETO;2013;2314;141,33;141,33;P4;0,018349;AP;RESIDENCIAL;490000;ZAP;25/11/2021
RUA ANTONIO PAULINO DE CASTRO 55 - APT 302 - LIBERDADE - 31270-540 - BELO HORIZONTE - MG;LIBERDADE;2011;1247,5;154,94;154,94;P4;0,032093;AP;RESIDENCIAL;670000;ZAP;25/11/2021
RUA RAMALHO ORTIGAO 577 - APT 302 - SANTA BRANCA - 31565-100 - BELO HORIZONTE - MG;SANTA BRANCA;2021;720;52,67;52,67;P3;0,048011;AP;RESIDENCIAL;294882,64;ZAP;25/11/2021
RUA SENADOR CARNEIRO DE CAMPOS 75 - PLANALTO - 31730-520 - BELO HORIZONTE - MG;PLANALTO;1974;360;169,44;169,44;P3;1;CA;RESIDENCIAL;394043,42;ZAP;25/11/2021
RUA MARIA AMELIA PIMENTA 51 - APT 1004 BLOCO 3 - TEIXEIRA DIAS - 30644-340 - BELO HORIZONTE - MG;TEIXEIRA DIAS;2016;6689,5;89,19;89,19;P3;0,01289;AP;RESIDENCIAL;310000;ZAR2;25/11/2021
RUA UBAI 38 - LOJA 4 - IPIRANGA - 31140-610 - BELO HORIZONTE - MG;IPIRANGA;1992;361,62;18,27;18,27;P2;0,016;LJ;NAO RESIDENCIAL;70000;ZAP;25/11/2021
RUA PADRE EUSTAQUIO 2946 - APT DO 2º ANDAR - PADRE EUSTAQUIO - 30720-100 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1956;250;146;292;P3;0,4776;AP;RESIDENCIAL;322380;ZA;25/11/2021
AVE DO CONTORNO 1205 - BLOCO II APT 103 - FLORESTA - 30110-005 - BELO HORIZONTE - MG;FLORESTA;1998;10000;66,59;66,59;P3;0,00356;AP;RESIDENCIAL;235433,38;ZA;25/11/2021
RUA WASTON RADICCHI 22 - SAGRADA FAMILIA - 31030-380 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1964;300;102;102;P3;1;CA;RESIDENCIAL;710000;ZAP;25/11/2021
RUA PADRE EUSTAQUIO 2946 - LOJA 2 - PADRE EUSTAQUIO - 30720-100 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1970;250;36;36;P2;0,122221;LJ;NAO RESIDENCIAL;350000;ZA;25/11/2021
RUA CURITIBA 2500 - APT 1200 - LOURDES - 30170-128 - BELO HORIZONTE - MG;LOURDES;2002;512;280,4;560,8;P5;0,085411;AP;RESIDENCIAL;1519999,97;ZCBH;25/11/2021
RUA CASTRO MAIA 76 - APT 303 - SANTA LUCIA - 30360-220 - BELO HORIZONTE - MG;SANTA LUCIA;1979;534;168,85;168,85;P3;0,08956;AP;RESIDENCIAL;530000;ZAR1;25/11/2021
RUA MARIO BATISTA DA COSTA 30 - APT 201 - PLANALTO - 31720-210 - BELO HORIZONTE - MG;PLANALTO;2018;360;245,69;245,69;P4;0,279707;AP;RESIDENCIAL;970475,5;ZAP;25/11/2021
RUA DOS AIMORES 1205 - APT 401 - BOA VIAGEM - 30140-071 - BELO HORIZONTE - MG;BOA VIAGEM;1986;544;282,9;282,9;P3;0,103703;AP;RESIDENCIAL;1178221,92;ZCBH;25/11/2021
AVE MIGUEL PERRELA 975 - APT 306 BLOCO 1 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2016;18716,18;58,86;58,86;P3;0,001554;AP;RESIDENCIAL;350000;ZAR2;25/11/2021
AVE ABILIO MACHADO 1264 - SALA 513 - INCONFIDENCIA - 30820-272 - BELO HORIZONTE - MG;INCONFIDENCIA;2000;1247,75;37,06;37,06;P3;0,006563;SL;NAO RESIDENCIAL;107448,58;ZAR2;25/11/2021
RUA CASTELO SANTAREM 34 - APT 402 - CASTELO - 31330-220 - BELO HORIZONTE - MG;CASTELO;2011;420;262,56;262,56;P3;0,17141;AP;RESIDENCIAL;947000;ZAR2;25/11/2021
RUA DOS TIMBIRAS 395 - APT 201 - FUNCIONARIOS - 30140-060 - BELO HORIZONTE - MG;FUNCIONARIOS;2020;600;137,92;137,92;P5;0,04483;AP;RESIDENCIAL;980000;ZCBH;25/11/2021
RUA PROFESSOR JOSE RENAULT 277 - APT 1003 - SAO BENTO - 30350-342 - BELO HORIZONTE - MG;SAO BENTO;1980;3150;183;183;P4;0,018013;AP;RESIDENCIAL;890000;ZAR1;25/11/2021
RUA MONTE CARMELO 110 - APT 103 BLOCO 3 - OLARIA - 30660-380 - BELO HORIZONTE - MG;OLARIA;2013;8467,17;52,34;52,34;P3;0,006471;AP;RESIDENCIAL;185000;ZAR2;25/11/2021
RUA JORDELINA MARIA DO CARMO 780 - APT 402 - MANTIQUEIRA - 31660-260 - BELO HORIZONTE - MG;MANTIQUEIRA;2021;547,5;54,7;54,7;P3;0,080942;AP;RESIDENCIAL;200000;ZAR2;25/11/2021
RUA PADRE MARINHO 318 - APT 1101 - SANTA EFIGENIA - 30140-040 - BELO HORIZONTE - MG;SANTA EFIGENIA;2020;2223,75;86,45;86,45;P4;0,00645;AP;RESIDENCIAL;499800;ZCBH;25/11/2021
RUA IZABEL BUENO 385 - APT 101 - INDAIA - 31270-055 - BELO HORIZONTE - MG;INDAIA;1981;420;147,59;147,59;P3;0,2638;AP;RESIDENCIAL;318440,18;ZAR2;25/11/2021
RUA ALESSANDRA SALUM CADAR 960 - CASA 02 BLOCO 02 - BURITIS - 30575-190 - BELO HORIZONTE - MG;BURITIS;2019;17237;254,27;254,27;P5;0,03116;CA;RESIDENCIAL;1538521,14;ZAR2;25/11/2021
RUA LAURA BRITO FARIAS 296 - CASA 1 - HELIOPOLIS - 31741-585 - BELO HORIZONTE - MG;HELIOPOLIS;2004;489,1;89,83;89,83;P3;0,2139;CA;RESIDENCIAL;310000;ZAR2;25/11/2021
RUA ALAGOAS 16 - APT 1203 - BOA VIAGEM - 30130-160 - BELO HORIZONTE - MG;BOA VIAGEM;1965;1680,11;59;59;P2;0,002574;AP;RESIDENCIAL;280000;ZHIP;25/11/2021
AVE DOS ENGENHEIROS 1340 - APT 503 - CASTELO - 30840-372 - BELO HORIZONTE - MG;CASTELO;2012;592,5;102,61;102,61;P3;0,043052;AP;RESIDENCIAL;342000;ZAR2;25/11/2021
RUA DESEMBARGADOR TINOCO 137 - APT 302 - MONSENHOR MESSIAS - 30720-480 - BELO HORIZONTE - MG;MONSENHOR MESSIAS;2010;500;155,63;155,63;P3;0,09781;AP;RESIDENCIAL;569047,34;ZAP;25/11/2021
RUA JUIZ JOSE NAVES 384 - APT 101 - DIAMANTE - 30627-215 - BELO HORIZONTE - MG;DIAMANTE;2013;453,48;92,92;92,92;P3;0,1454;AP;RESIDENCIAL;305706,8;ZAP;25/11/2021
RUA PERDIGAO 381 - APT 402 - FERNAO DIAS - 31910-190 - BELO HORIZONTE - MG;FERNAO DIAS;2003;430;138,17;276,34;P3;0,10683;AP;RESIDENCIAL;413667,16;ZAP;25/11/2021
RUA MARIO DE ANDRADE GOMES 106 - APT 310 - HORTO - 31030-050 - BELO HORIZONTE - MG;HORTO;1971;1972;24,89;24,89;P2;0,00468;AP;RESIDENCIAL;130000;ZAP;25/11/2021
RUA SAO MATEUS 20 - APT 102 - BRASIL INDUSTRIAL - 30626-260 - BELO HORIZONTE - MG;BRASIL INDUSTRIAL;2021;420;154,97;154,97;P3;0,19568;AP;RESIDENCIAL;509851,3;ZAP;25/11/2021
RUA COSTA PACHECO 96 - APT 201 - SALGADO FILHO - 30550-080 - BELO HORIZONTE - MG;SALGADO FILHO;2009;366;131,49;131,49;P3;0,11696;AP;RESIDENCIAL;428276,08;ZAP;25/11/2021
RUA PLATINA 1425 - LOJA 7 - CALAFATE - 30411-325 - BELO HORIZONTE - MG;CALAFATE;1966;3708;46;46;P1;0,008033;LJ;NAO RESIDENCIAL;133399,99;ZAP;25/11/2021
AVE MIGUEL PERRELA 803 - CASA 59 - CASTELO - 31330-290 - BELO HORIZONTE - MG;CASTELO;2007;10805,88;81,08;81,08;P3;0,011881;CA;RESIDENCIAL;392576,32;ZAR2;25/11/2021
RUA ODILON BRAGA 791 - APT 602 - ANCHIETA - 30310-383 - BELO HORIZONTE - MG;ANCHIETA;2008;480;219,62;219,62;P4;0,13894;AP;RESIDENCIAL;1100000;ZA;25/11/2021
RUA MACARENA 382 - PINDORAMA - 30865-060 - BELO HORIZONTE - MG;PINDORAMA;1995;360;178;178;P3;1;CA;RESIDENCIAL;357387,6;ZAP;25/11/2021
RUA PADRE TIAGO DE ALMEIDA 182 - BLOCO VIII APT 303 CONJ HUNGRIA - CAMARGOS - 30520-440 - BELO HORIZONTE - MG;CAMARGOS;1982;10080;49,88;49,88;P2;0,004166;AP;RESIDENCIAL;150000;ZAR2;25/11/2021
RUA PADRE TIAGO DE ALMEIDA 336 - BLOCO XV APT 301 CONJ PERU - CAMARGOS - 30520-440 - BELO HORIZONTE - MG;CAMARGOS;1982;10080;49,88;49,88;P2;0,004166;AP;RESIDENCIAL;150000;ZAR2;25/11/2021
RUA DOS INCONFIDENTES 766 - APT 604 - SAVASSI - 30140-124 - BELO HORIZONTE - MG;SAVASSI;2021;1596,4;131,27;131,27;P4;0,012092;AP;RESIDENCIAL;835000;ZCBH;25/11/2021
RUA PAULO PIEDADE CAMPOS 180 - APT 803 - ESTORIL - 30494-060 - BELO HORIZONTE - MG;ESTORIL;2016;1819,34;161,98;161,98;P4;0,03066;AP;RESIDENCIAL;700000;ZAR2;25/11/2021
AVE PORTUGAL 340 - APT 602 - JARDIM ATLANTICO - 00000-000 - BELO HORIZONTE - MG;JARDIM ATLANTICO;1987;1420;329,42;329,42;P4;0,0677;AP;RESIDENCIAL;870261,76;ZP2;25/11/2021
RUA CABO VERDE 444 - APT 603 - CRUZEIRO - 30310-260 - BELO HORIZONTE - MG;CRUZEIRO;2020;900;205,92;205,92;P4;0,0679;AP;RESIDENCIAL;1010000;ZA;25/11/2021
RUA PADRE ODORICO 88 - APT 701 - SAO PEDRO - 30330-040 - BELO HORIZONTE - MG;SAO PEDRO;2021;896,5;113,31;113,31;P4;0,035635;AP;RESIDENCIAL;711777,38;ZA;25/11/2021
RUA GERALDO TEIXEIRA DA COSTA 190 - APT 201 - FLORESTA - 30150-120 - BELO HORIZONTE - MG;FLORESTA;2013;1200;187,45;187,45;P4;0,03772;AP;RESIDENCIAL;950000;ZA;25/11/2021
RUA CARLOS GOMES 69 - APT 701 - SANTO ANTONIO - 30350-130 - BELO HORIZONTE - MG;SANTO ANTONIO;2005;408;256,85;256,85;P4;0,213041;AP;RESIDENCIAL;1290000;ZA;25/11/2021
RUA PROFESSOR BAETA VIANA 531 - CASA 531 - ITAPOA - 31710-220 - BELO HORIZONTE - MG;ITAPOA;1982;834;107;107;P3;0,10144;CA;RESIDENCIAL;414558,6;ZAP;25/11/2021
RUA TITO BOTELHO MARTINS 95 - APT 101 - SANTA LUCIA - 30360-080 - BELO HORIZONTE - MG;SANTA LUCIA;1979;988;168;168;P3;0,04001;AP;RESIDENCIAL;780000;ZAR1;25/11/2021
RUA ALVARENGA PEIXOTO 1271 - APT 502 - SANTO AGOSTINHO - 30180-121 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2021;450;123,09;123,09;P4;0,04311;AP;RESIDENCIAL;738540;ZCBH;25/11/2021
RUA JOSE CAMBRAIA DO NASCIMENTO 75 - APT 303 BLOCO 2 - HAVAI - 30570-230 - BELO HORIZONTE - MG;HAVAI;2007;1470;49,48;49,48;P3;0,03125;AP;RESIDENCIAL;156277,63;ZAR2;25/11/2021
AVE BRASIL 462 - LOJA 3 - SANTA EFIGENIA - 30140-001 - BELO HORIZONTE - MG;SANTA EFIGENIA;1981;705;49;49;P3;0,011019;LJ;NAO RESIDENCIAL;420000;ZCBH;25/11/2021
RUA JULIO SOARES SANTANA 85 - APT 401 - OURO PRETO - 31320-010 - BELO HORIZONTE - MG;OURO PRETO;2013;552;79,54;79,54;P3;0,087207;AP;RESIDENCIAL;261686,6;ZAR2;26/11/2021
