Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
BEC VESTA - ALTO DOS PINHEIROS - 30530-500 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;0;300;0;0;TE;1;LV;TERRITORIAL;267.300;ZAR2;07/10/2021
RUA ERNANI AGRICOLA 520 - APT 3023 BLOCO 3 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2.000;1.816,50;81,99;81,99;P3;0,02;AP;RESIDENCIAL;270.000;ZAR2;07/10/2021
RUA FLOR D AGUA 380 - JARDIM ALVORADA - 30810-310 - BELO HORIZONTE - MG;JARDIM ALVORADA;1.976;360;248;266;P3;0,79;CA;RESIDENCIAL;287.193,78;ZAR2;07/10/2021
RUA CRUZ ALTA 246 - APT 202 - JOAO PINHEIRO - 30530-150 - BELO HORIZONTE - MG;JOAO PINHEIRO;2.002;360;102,58;102,58;P2;0,29;AP;RESIDENCIAL;290.000;ZAR2;07/10/2021
RUA ENGENHO DO SOL 866 - CASA 03 - ENGENHO NOGUEIRA - 31320-610 - BELO HORIZONTE - MG;ENGENHO NOGUEIRA;2.015;828,24;110,44;110,44;P3;0,12;CA;RESIDENCIAL;295.000;ZAR2;07/10/2021
RUA CENTRAL 223 - COPACABANA - 31550-400 - BELO HORIZONTE - MG;COPACABANA;2.012;180;97,87;97,87;P3;1;CA;RESIDENCIAL;296.521;ZAR2;07/10/2021
RUA CENTRAL 303 - COPACABANA - 31550-400 - BELO HORIZONTE - MG;COPACABANA;2.012;180;97,88;97,88;P3;1;CA;RESIDENCIAL;296.534;ZAR2;07/10/2021
AVE ALTAMIRO AVELINO SOARES 110 - APT 304 - CASTELO - 31330-000 - BELO HORIZONTE - MG;CASTELO;2.013;840;80,54;80,54;P3;0,03;AP;RESIDENCIAL;300.000;ZAR2;07/10/2021
RUA UNIVERSO 1205 - COPACABANA - 31540-550 - BELO HORIZONTE - MG;COPACABANA;1.992;180;184;184;P3;1;CA;RESIDENCIAL;304.390;ZAR2;07/10/2021
RUA ELSON NUNES DE SOUZA 300 - APT 302 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2.015;450;86,74;86,74;P3;0,06;AP;RESIDENCIAL;340.000;ZAR2;07/10/2021
AVE SENADOR JOSE AUGUSTO 80 - APT 604 BLOCO 5 - BURITIS - 30575-847 - BELO HORIZONTE - MG;BURITIS;2.012;10.609,40;77,1;77,1;P3;0,01;AP;RESIDENCIAL;350.000;ZAR2;07/10/2021
RUA MEXICO 168 - CASA 03 - COPACABANA - 31540-522 - BELO HORIZONTE - MG;COPACABANA;2.013;360;95,08;95,08;P3;0,24;CA;RESIDENCIAL;367.873,45;ZAR2;07/10/2021
RUA DEPUTADO JOSE RAIMUNDO 122 - APT 102 - DONA CLARA - 31260-150 - BELO HORIZONTE - MG;DONA CLARA;1.991;378;90,67;90,67;P3;0,25;AP;RESIDENCIAL;375.000;ZAR2;07/10/2021
RUA ZENITE 700 - APT 101 - CAICARA ADELAIDE - 30720-530 - BELO HORIZONTE - MG;CAICARA ADELAIDE;2.000;585,75;184,07;184,07;P3;0,1;AP;RESIDENCIAL;441.778,26;ZAR2;07/10/2021
RUA NIZIO TORRES 31 - APT 501 - OURO PRETO - 31320-330 - BELO HORIZONTE - MG;OURO PRETO;2.021;720;141,22;141,22;P3;0,08;AP;RESIDENCIAL;444.843;ZAR2;07/10/2021
RUA CONDE SANTA MARINHA 442 - CACHOEIRINHA - 31130-080 - BELO HORIZONTE - MG;CACHOEIRINHA;1.946;400;129,38;439,48;P3;1;CA;RESIDENCIAL;468.678,95;ZAR2;07/10/2021
RUA ALESSANDRA SALUM CADAR 900 - BLOCO 3 APT 412 - BURITIS - 30575-190 - BELO HORIZONTE - MG;BURITIS;2.002;3.728;122,89;122,89;P3;0,03;AP;RESIDENCIAL;477.500;ZAR2;07/10/2021
RUA CECILIA FONSECA COUTINHO 651 - APT 301 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2.012;428,4;127,51;127,51;P4;0,11;AP;RESIDENCIAL;491.560,18;ZAR2;07/10/2021
RUA ABILIO ESTRELA 124 - JARDIM GUANABARA - 31742-135 - BELO HORIZONTE - MG;JARDIM GUANABARA;1.979;360;227,13;219,13;P3;1;CA;RESIDENCIAL;493.000;ZAR2;07/10/2021
RUA STELLA HANRIOT 518 - APT 510 BLOCO 3 - BURITIS - 30575-120 - BELO HORIZONTE - MG;BURITIS;2.011;7.070;137,6;137,6;P4;0,01;AP;RESIDENCIAL;530.000;ZAR2;07/10/2021
RUA LAURO FERREIRA 63 - APT 602 - BURITIS - 30575-080 - BELO HORIZONTE - MG;BURITIS;2.013;894;142,24;142,24;P3;0,06;AP;RESIDENCIAL;535.000;ZAR2;07/10/2021
RUA DOUTOR SYLVIO MENICUCCI 194 - APT 402 - CASTELO - 30840-480 - BELO HORIZONTE - MG;CASTELO;2.012;840;181,26;181,26;P4;0,05;AP;RESIDENCIAL;579.000;ZAR2;07/10/2021
RUA ELSON NUNES DE SOUZA 175 - APT 101 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2.020;420;140,73;140,73;P3;0,11;AP;RESIDENCIAL;595.000;ZAR2;07/10/2021
RUA SATELITE 186 - CAICARA ADELAIDE - 30770-380 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1.971;300;196,24;196,24;P3;1;CA;RESIDENCIAL;613.684,72;ZAR2;07/10/2021
RUA CECILIA FONSECA COUTINHO 63 - APT 301 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2.006;420;200,66;200,66;P3;1;AP;RESIDENCIAL;630.000;ZAR2;07/10/2021
RUA ELSON NUNES DE SOUZA 175 - APT 401 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2.020;420;216,7;216,7;P3;0,17;AP;RESIDENCIAL;953.000;ZAR2;07/10/2021
RUA DOUTOR SYLVIO MENICUCCI 131 - APT 102 - CASTELO - 30840-480 - BELO HORIZONTE - MG;CASTELO;2.011;844,5;192,55;192,55;P4;0,06;AP;RESIDENCIAL;970.000;ZAR2;07/10/2021
RUA AUGUSTUS WILLIAM PARISH 179 - SANTA AMELIA - 31560-410 - BELO HORIZONTE - MG;SANTA AMELIA;2.011;373;379,35;379,35;P4;1;CA;RESIDENCIAL;1.006.074;ZAR2;07/10/2021
RUA OURO PRETO 1604 - GARAGE 08/20 - SANTO AGOSTINHO - 30170-048 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2.018;1.600;37,68;37,68;P5;0;VC;NAO RESIDENCIAL;120.000;ZCBH;07/10/2021
RUA DOMINGOS VIEIRA 84 - APT 301 - SANTA EFIGENIA - 30150-240 - BELO HORIZONTE - MG;SANTA EFIGENIA;1.998;541,5;63,86;63,86;P3;0,02;AP;RESIDENCIAL;360.000;ZCBH;07/10/2021
RUA SANTA CATARINA 1558 - APT 02 - LOURDES - 30170-088 - BELO HORIZONTE - MG;LOURDES;1.975;1.322;129,18;129,18;P3;0,05;AP;RESIDENCIAL;900.000;ZCBH;07/10/2021
RUA FELIPE DOS SANTOS 587 - APT 04 - LOURDES - 30180-163 - BELO HORIZONTE - MG;LOURDES;1.975;1.322;136,34;136,34;P3;0,05;AP;RESIDENCIAL;900.000;ZCBH;07/10/2021
RUA FELIPE DOS SANTOS 587 - APT 05 - LOURDES - 30180-163 - BELO HORIZONTE - MG;LOURDES;1.975;1.322;135,15;135,15;P3;0,05;AP;RESIDENCIAL;900.000;ZCBH;07/10/2021
RUA FELIPE DOS SANTOS 587 - APT 06 - LOURDES - 30180-163 - BELO HORIZONTE - MG;LOURDES;1.975;1.322;136,34;136,34;P3;0,05;AP;RESIDENCIAL;900.000;ZCBH;07/10/2021
RUA OURO PRETO 1596 - SALA 503 - SANTO AGOSTINHO - 30170-048 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2.018;1.600;121,2;121,2;P5;0,01;SL;NAO RESIDENCIAL;1.080.000;ZCBH;07/10/2021
RUA ARAGUARI 1426 - APT 402 - SANTO AGOSTINHO - 30190-118 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.975;900;283,48;283,48;P3;0,1;AP;RESIDENCIAL;1.150.000;ZCBH;07/10/2021
RUA BERNARDO GUIMARAES 1220 - APT 1801 - BOA VIAGEM - 30140-084 - BELO HORIZONTE - MG;BOA VIAGEM;2.004;2.300,59;287,17;574,34;P5;0,03;AP;RESIDENCIAL;2.140.000;ZCBH;07/10/2021
RUA DOS TIMBIRAS 822 - FUNCIONARIOS - 30140-068 - BELO HORIZONTE - MG;FUNCIONARIOS;1.960;365;385;385;P3;1;CA;RESIDENCIAL;3.500.000;ZCBH;07/10/2021
RUA RIO DE JANEIRO 1288 - APT 503 - LOURDES - 30160-042 - BELO HORIZONTE - MG;LOURDES;2.001;1.188;121,04;121,04;P3;0,02;AP;RESIDENCIAL;535.000;ZHIP;07/10/2021
RUA ENGENHEIRO BADY SALUM 97 - MANGABEIRAS - 30210-250 - BELO HORIZONTE - MG;MANGABEIRAS;1.983;480;364;364;P4;1;CA;RESIDENCIAL;1.950.000;ZP2;07/10/2021
RUA HUMAITA 846 - APT 103 - PADRE EUSTAQUIO - 30720-410 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1.979;500;81,31;81,31;P3;0,08;AP;RESIDENCIAL;280.000;ZA;08/10/2021
RUA CANDIDO NOGUEIRA 80 - APT 201 - GRAJAU - 30431-218 - BELO HORIZONTE - MG;GRAJAU;1.972;2.371;96,83;96,83;P3;0,01;AP;RESIDENCIAL;280.000;ZA;08/10/2021
RUA NITEROI 140 - APT 102 - SANTA EFIGENIA - 30240-400 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.021;419;58,18;58,18;P3;0,08;AP;RESIDENCIAL;305.000;ZA;08/10/2021
RUA JOAO ARANTES 474 - APT 302 APT 302 - CIDADE NOVA - 31170-240 - BELO HORIZONTE - MG;CIDADE NOVA;1.980;384;130;130;P3;0,17;AP;RESIDENCIAL;400.000;ZA;08/10/2021
RUA VITORIO MARCOLA 496 - APT 336 - ANCHIETA - 30310-360 - BELO HORIZONTE - MG;ANCHIETA;1.970;2.284;80,67;80,67;P2;0,02;AP;RESIDENCIAL;414.756,74;ZA;08/10/2021
RUA PERU 155 - APT 402 - SION - 30320-040 - BELO HORIZONTE - MG;SION;1.976;380;87,07;87,07;P3;0,09;AP;RESIDENCIAL;434.731,80;ZA;08/10/2021
RUA CACHOEIRA DE MINAS 198 - APT 301 - GUTIERREZ - 30441-190 - BELO HORIZONTE - MG;GUTIERREZ;1.996;900;199,09;199,09;P4;0,07;AP;RESIDENCIAL;492.082,90;ZA;08/10/2021
RUA DAS GUIANAS 88 - APT 101 - SION - 30320-100 - BELO HORIZONTE - MG;SION;1.974;790;232,63;232,63;P2;0,17;AP;RESIDENCIAL;580.000;ZA;08/10/2021
RUA SAO JOAO EVANGELISTA 656 - APT 402 - SANTO ANTONIO - 30330-140 - BELO HORIZONTE - MG;SANTO ANTONIO;1.983;800;117;117;P3;0,04;AP;RESIDENCIAL;600.000;ZA;08/10/2021
RUA VENEZUELA 540 - APT 402 - SION - 30315-250 - BELO HORIZONTE - MG;SION;1.993;720;165,78;165,78;P4;0,05;AP;RESIDENCIAL;675.387,72;ZA;08/10/2021
RUA HERVAL 431 - APT 201 - SERRA - 30240-010 - BELO HORIZONTE - MG;SERRA;2.020;430;153,78;153,78;P4;0,13;AP;RESIDENCIAL;690.000;ZA;08/10/2021
RUA GERALDO TEIXEIRA DA COSTA 190 - APT 201 - FLORESTA - 30150-120 - BELO HORIZONTE - MG;FLORESTA;2.013;1.200;187,45;374,9;P4;0,04;AP;RESIDENCIAL;700.460,23;ZA;08/10/2021
RUA TURQUESA 265 - APT 402 - PRADO - 30411-177 - BELO HORIZONTE - MG;PRADO;2.019;995,5;153,27;153,27;P4;0,04;AP;RESIDENCIAL;735.000;ZA;08/10/2021
RUA MUZAMBINHO 159 - APT 602 - CRUZEIRO - 30310-280 - BELO HORIZONTE - MG;CRUZEIRO;2.003;668;161,88;161,88;P4;0,08;AP;RESIDENCIAL;738.010,92;ZA;08/10/2021
RUA BRAZ CUBAS 67 - APT 302 - CRUZEIRO - 30310-220 - BELO HORIZONTE - MG;CRUZEIRO;2.009;300;161,62;161,62;P4;0,2;AP;RESIDENCIAL;783.857;ZA;08/10/2021
RUA MARECHAL BITENCOURT 325 - APT 1001 - GUTIERREZ - 30441-114 - BELO HORIZONTE - MG;GUTIERREZ;2.015;2.064;162,75;162,75;P4;0,02;AP;RESIDENCIAL;850.000;ZA;08/10/2021
RUA LUDGERO DOLABELA 138 - APT 301 - GUTIERREZ - 30441-051 - BELO HORIZONTE - MG;GUTIERREZ;2.011;504;205,06;205,06;P3;0,11;AP;RESIDENCIAL;900.000;ZA;08/10/2021
RUA ROBERTSON PINTO COELHO 445 - APT 204 BLOCO 2 - SOLAR DO BARREIRO - 30628-080 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2.006;8.580;45,28;45,28;P2;0;AP;RESIDENCIAL;128.436,72;ZAP;08/10/2021
RUA JOSE VIEIRA MUNIZ 195 - APT 201 - FLORAMAR - 31742-005 - BELO HORIZONTE - MG;FLORAMAR;2.019;360;45,76;45,76;P3;0,11;AP;RESIDENCIAL;200.000;ZAP;08/10/2021
RUA GENOVEVA DE SOUZA 300 - APT 106B - SAGRADA FAMILIA - 31030-220 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.978;800;65;130;P3;0,03;AP;RESIDENCIAL;200.978,50;ZAP;08/10/2021
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 606 BLOCO 2 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2.021;6.109,62;57,25;57,25;P3;0,01;AP;RESIDENCIAL;210.000;ZAP;08/10/2021
RUA DOS MAIAS 403 - APT 102 - SANTA MONICA - 31530-110 - BELO HORIZONTE - MG;SANTA MONICA;1.998;480;59,55;59,55;P3;0,13;AP;RESIDENCIAL;220.000;ZAP;08/10/2021
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 401 BLOCO 2 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2.021;6.109,62;65,31;65,31;P3;0,01;AP;RESIDENCIAL;227.535;ZAP;08/10/2021
AVE VILARINHO 2900 - APT 1201 BLOCO 03 - CENACULO - 31615-250 - BELO HORIZONTE - MG;CENACULO;2.013;14.492,94;64,44;64,44;P3;0;AP;RESIDENCIAL;228.063,47;ZAP;08/10/2021
RUA PARACAIMA 490 - APT 302 - SALGADO FILHO - 30550-700 - BELO HORIZONTE - MG;SALGADO FILHO;1.991;460;108,3;216,6;P2;0,14;AP;RESIDENCIAL;255.000;ZAP;08/10/2021
RUA BEGONIA 340 - APT 303 - ESPLANADA - 30280-160 - BELO HORIZONTE - MG;ESPLANADA;1.999;400;90,93;90,93;P3;0,08;AP;RESIDENCIAL;271.001,04;ZAP;08/10/2021
RUA MATERLANDIA 330 - APT 204 - SANTA INES - 31080-330 - BELO HORIZONTE - MG;SANTA INES;1.996;720;90,62;90,62;P3;0,08;AP;RESIDENCIAL;283.500;ZAP;08/10/2021
RUA JUSSARA 514 - APT 201 - GRACA - 31140-070 - BELO HORIZONTE - MG;GRACA;1.996;336;87,39;87,39;P3;0,15;AP;RESIDENCIAL;320.000;ZAP;08/10/2021
RUA JOAO AMBROSIO 148 - APT 401 - SANTA MONICA - 31565-350 - BELO HORIZONTE - MG;SANTA MONICA;2.021;360;94,39;94,39;P3;0,15;AP;RESIDENCIAL;335.000;ZAP;08/10/2021
RUA RAUL SEIXAS 727 - APT 402 - MANACAS - 30840-710 - BELO HORIZONTE - MG;MANACAS;2.011;461,2;139,1;139,1;P3;0,12;AP;RESIDENCIAL;341.599,14;ZAP;08/10/2021
RUA CORONEL OTAVIO DINIZ 129 - APT 503 - POMPEIA - 30270-360 - BELO HORIZONTE - MG;POMPEIA;2.019;1.429,50;80,97;80,97;P4;0,02;AP;RESIDENCIAL;347.000;ZAP;08/10/2021
RUA CONSELHEIRO LAFAIETE 285 - APT 202 - SAGRADA FAMILIA - 31030-010 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.020;670,14;99,82;99,82;P3;0,04;AP;RESIDENCIAL;347.373,60;ZAP;08/10/2021
RUA URSULA PAULINO 1321 - APT 1105 BLOCO TORRE 1 - ESTRELA DO ORIENTE - 30580-353 - BELO HORIZONTE - MG;ESTRELA DO ORIENTE;2.019;22.403;88,48;88,48;P3;0;AP;RESIDENCIAL;349.000;ZAP;08/10/2021
RUA ADAUTO FEITOSA 297 - APT 102 - DONA CLARA - 31260-340 - BELO HORIZONTE - MG;DONA CLARA;1.994;360;88,12;88,12;P3;0,25;AP;RESIDENCIAL;375.000;ZAP;08/10/2021
RUA ONDINA PEDROSA NAHAS 39 - APT 302 - SERRANO - 30882-770 - BELO HORIZONTE - MG;SERRANO;2.006;360;114,52;114,52;P3;0,11;AP;RESIDENCIAL;378.603,12;ZAP;08/10/2021
RUA UBIRAJARA CAMPOS 274 - APT 101 - CANDELARIA - 31535-630 - BELO HORIZONTE - MG;CANDELARIA;2.021;387;120,78;120,78;P3;0,12;AP;RESIDENCIAL;397.366,20;ZAP;08/10/2021
AVE HENFIL 880 - SERRANO - 30882-710 - BELO HORIZONTE - MG;SERRANO;1.976;360;122;122;P2;1;GP;NAO RESIDENCIAL;399.999,98;ZAP;08/10/2021
RUA VICENTE DUTRA - DIAMANTE - 30660-140 - BELO HORIZONTE - MG;DIAMANTE;0;362,52;0;0;TE;1;LV;TERRITORIAL;420.000;ZAP;08/10/2021
RUA MARIETA MELLO DE AZEVEDO - DOM JOAQUIM - 31920-080 - BELO HORIZONTE - MG;DOM JOAQUIM;0;360;0;0;TE;1;LV;TERRITORIAL;430.000;ZAP;08/10/2021
RUA BELFORT ROXO 110 - APT 502 - NOVA GRANADA - 30431-375 - BELO HORIZONTE - MG;NOVA GRANADA;2.020;399;119,84;119,84;P3;0,08;AP;RESIDENCIAL;440.000;ZAP;08/10/2021
RUA PORTO RICO 136 - APT 101 - ITAPOA - 31710-370 - BELO HORIZONTE - MG;ITAPOA;2.002;420;169,29;169,29;P3;0,16;AP;RESIDENCIAL;530.216,28;ZAP;08/10/2021
RUA CAMPO GRANDE 795 - MILIONARIOS - ARAGUAIA - 30620-160 - BELO HORIZONTE - MG;ARAGUAIA;1.986;360;221;221;P3;1;CA;RESIDENCIAL;600.000;ZAP;08/10/2021
RUA MARIA MACEDO 351 - APT 1504 - NOVA GRANADA - 30421-223 - BELO HORIZONTE - MG;NOVA GRANADA;2.014;1.948,25;312,9;312,9;P4;0,03;AP;RESIDENCIAL;1.235.955;ZAP;08/10/2021
RUA SUZANA FURTADO DE OLIVEIRA 48 - APT 1202 - SILVEIRA - 31140-430 - BELO HORIZONTE - MG;SILVEIRA;2.006;1.280;303,05;303,05;P4;0,07;AP;RESIDENCIAL;1.620.000;ZAP;08/10/2021
RUA AFONSO BARBOSA MELO 280 - SANTA LUCIA - 30360-090 - BELO HORIZONTE - MG;SANTA LUCIA;1.976;699;474,35;948,7;P3;1;CA;RESIDENCIAL;1.455.492,30;ZAR1;08/10/2021
RUA ORION RIGEL VIGNE 195 - BLOCO E APT 47 - JARDIM GUANABARA - 31742-168 - BELO HORIZONTE - MG;JARDIM GUANABARA;1.989;7.459;48,64;48,64;P2;0,01;AP;RESIDENCIAL;131.291,36;ZAR2;08/10/2021
RUA DAS OSTRAS 95 - APT 403 BLOCO 06 - SANTA MARIA - 30525-510 - BELO HORIZONTE - MG;SANTA MARIA;2.012;6.000;48,8;48,8;P3;0,01;AP;RESIDENCIAL;160.552;ZAR2;08/10/2021
RUA MARIO RENNO GOMES 83 - BLOCO 4 APT 2 - JARDIM GUANABARA - 31742-159 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.001;10.199;62,64;62,64;P2;0;AP;RESIDENCIAL;190.000;ZAR2;08/10/2021
RUA RUBIA MARA BARBOSA 45 - APT 501 BLOCO 08 - OLARIA - 30660-298 - BELO HORIZONTE - MG;OLARIA;2.016;6.779,28;50,23;50,23;P3;0,01;AP;RESIDENCIAL;198.000;ZAR2;08/10/2021
RUA DOIS MIL DUZENTOS E VINTE E SETE 430 - APT 206 BLOCO 4 - PALMEIRAS - 30575-642 - BELO HORIZONTE - MG;PALMEIRAS;2.020;25.644,42;54,29;54,29;P4;0;AP;RESIDENCIAL;214.600;ZAR2;08/10/2021
RUA ANA DIAS DUARTE 140 - APT 1608 BLOCO 02 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.021;15.015;61,04;61,04;P3;0;AP;RESIDENCIAL;234.046,30;ZAR2;08/10/2021
RUA ANTONIO TEIXEIRA DIAS 1625 - APT 202 - TEIXEIRA DIAS - 30642-270 - BELO HORIZONTE - MG;TEIXEIRA DIAS;1.980;13.530;76;76;P3;0,02;AP;RESIDENCIAL;246.012;ZAR2;08/10/2021
RUA PADRE LEOPOLDO BRETANO 716 - APT 5 - ALTO DOS PINHEIROS - 30530-180 - BELO HORIZONTE - MG;ALTO DOS PINHEIROS;1.982;420;83,52;83,52;P3;0,2;CA;RESIDENCIAL;270.000;ZAR2;08/10/2021
RUA JOSE AMARAL 101 - APT 302 - OURO PRETO - 31320-020 - BELO HORIZONTE - MG;OURO PRETO;2.014;438;89,03;89,03;P3;0,1;AP;RESIDENCIAL;270.000;ZAR2;08/10/2021
RUA JOSE TOLEDO DE OLIVEIRA 277 - APT 401 - SAO GABRIEL - 31980-540 - BELO HORIZONTE - MG;SAO GABRIEL;2.013;1.221,23;76,31;76,31;P3;0,04;AP;RESIDENCIAL;275.000;ZAR2;08/10/2021
RUA ELSON NUNES DE SOUZA 200 - APT 202 - CASTELO - 30840-530 - BELO HORIZONTE - MG;CASTELO;2.012;450;87,2;87,2;P3;0,06;AP;RESIDENCIAL;316.000;ZAR2;08/10/2021
RUA CAMARGO GUARNIERI 50 - APT 104 - HAVAI - 30570-590 - BELO HORIZONTE - MG;HAVAI;2.000;525;49,49;49,49;P3;0,09;AP;RESIDENCIAL;340.000;ZAR2;08/10/2021
RUA MARIA CONCEICAO DE FREITAS 10 - MADRI - 31744-795 - BELO HORIZONTE - MG;MADRI;1.986;360;186,99;186,99;P3;1;CA;RESIDENCIAL;400.000;ZAR2;08/10/2021
RUA CECILIA FONSECA COUTINHO 21 - APT 1103 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2.014;1.705;155,53;155,53;P4;0,02;AP;RESIDENCIAL;578.000;ZAR2;08/10/2021
RUA JOSE MENDES DE CARVALHO 254 - APT 301 - CASTELO - 30840-350 - BELO HORIZONTE - MG;CASTELO;1.999;1.999,90;183;183;P4;0,03;AP;RESIDENCIAL;630.000;ZAR2;08/10/2021
RUA MARIA HEILBUTH SURETTE 882 - APT 1002 - BURITIS - 30575-100 - BELO HORIZONTE - MG;BURITIS;2.014;966;230,59;230,59;P4;0,06;AP;RESIDENCIAL;719.302,88;ZAR2;08/10/2021
RUA TEREZA MOTA VALADARES 586 - APT 401 - BURITIS - 30575-160 - BELO HORIZONTE - MG;BURITIS;2.000;675;298,12;298,12;P3;0,18;AP;RESIDENCIAL;730.000;ZAR2;08/10/2021
RUA JOSE HEMETERIO ANDRADE 70 - APT 502 - BURITIS - 30493-180 - BELO HORIZONTE - MG;BURITIS;2.011;900;232,98;232,98;P4;0,07;AP;RESIDENCIAL;950.000;ZAR2;08/10/2021
AVE BIAS FORTES 783 - APT COMERCIAL 913 - LOURDES - 30170-012 - BELO HORIZONTE - MG;LOURDES;2.008;1.439,90;26,67;26,67;P3;0;AC;NAO RESIDENCIAL;232.615,74;ZCBH;08/10/2021
AVE BIAS FORTES 783 - APT COMERCIAL 914 - LOURDES - 30170-012 - BELO HORIZONTE - MG;LOURDES;2.008;1.439,90;26,67;26,67;P3;0;AC;NAO RESIDENCIAL;232.615,74;ZCBH;08/10/2021
RUA RIO GRANDE DO NORTE 1436 - SALA 708 - SAVASSI - 30130-138 - BELO HORIZONTE - MG;SAVASSI;2.016;2.002,82;56,07;56,07;P4;0;SL;NAO RESIDENCIAL;274.004,63;ZCBH;08/10/2021
AVE DO CONTORNO 10736 - BARRO PRETO - 30110-076 - BELO HORIZONTE - MG;BARRO PRETO;1.968;730;93,49;93,49;P2;0,06;LJ;NAO RESIDENCIAL;280.000;ZCBH;08/10/2021
RUA PROFESSOR MORAES 72 - APT 405 - SAVASSI - 30150-370 - BELO HORIZONTE - MG;SAVASSI;2.016;840;65,49;65,49;P4;0,01;AP;RESIDENCIAL;450.000;ZCBH;08/10/2021
RUA GONCALVES DIAS 745 - APT 401 - SAVASSI - 30140-091 - BELO HORIZONTE - MG;SAVASSI;2.018;600;81,27;81,27;P4;0,02;AP;RESIDENCIAL;650.000;ZCBH;08/10/2021
RUA SAO PAULO 1950 - APT 1304 - LOURDES - 30170-135 - BELO HORIZONTE - MG;LOURDES;1.993;924;130,19;130,19;P3;0,02;AP;RESIDENCIAL;650.000;ZCBH;08/10/2021
RUA CLAUDIO MANOEL 64 - APT 803 - FUNCIONARIOS - 30140-100 - BELO HORIZONTE - MG;FUNCIONARIOS;1.998;972,2;172,41;172,41;P4;0,03;AP;RESIDENCIAL;749.999,39;ZCBH;08/10/2021
RUA OURO PRETO 715 - APT 201 - BARRO PRETO - 30170-044 - BELO HORIZONTE - MG;BARRO PRETO;2.013;420;175,03;350,06;P3;0,08;AP;RESIDENCIAL;860.000;ZCBH;08/10/2021
RUA TOMAZ GONZAGA 706 - APT 601 - LOURDES - 30180-143 - BELO HORIZONTE - MG;LOURDES;2.020;532;143,95;143,95;P4;0,04;AP;RESIDENCIAL;863.700;ZCBH;08/10/2021
RUA ALVARENGA PEIXOTO 594 - APT 1005 - LOURDES - 30180-124 - BELO HORIZONTE - MG;LOURDES;2.020;930;162,23;162,23;P4;0,03;AP;RESIDENCIAL;979.063,93;ZCBH;08/10/2021
RUA TOME DE SOUZA 111 - APT 1201 - SAVASSI - 30140-130 - BELO HORIZONTE - MG;SAVASSI;2.003;1.188;260,68;260,68;P5;0,04;AP;RESIDENCIAL;1.679.947,05;ZCBH;08/10/2021
RUA OURO PRETO 1240 - APT 402 - SANTO AGOSTINHO - 30170-048 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2.019;900;250,2;250,2;P5;0,04;AP;RESIDENCIAL;1.751.400;ZCBH;08/10/2021
RUA MARTIM DE CARVALHO 256 - APT 501 - SANTO AGOSTINHO - 30190-090 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2.004;1.350;319,33;319,33;P5;0,04;AP;RESIDENCIAL;1.883.000;ZCBH;08/10/2021
RUA RIO DE JANEIRO 1302 - APT 1303 - LOURDES - 30160-042 - BELO HORIZONTE - MG;LOURDES;1.998;1.192;121,73;121,73;P3;0,01;AP;RESIDENCIAL;715.042,02;ZHIP;08/10/2021
AVE CELSO PORFIRIO MACHADO 961 - BELVEDERE - 30320-400 - BELO HORIZONTE - MG;BELVEDERE;2.009;900;576,45;576,45;P5;1;CA;RESIDENCIAL;5.452.000;ZP2;08/10/2021
ROD STAEL MARY BICALHO MOTTA MAGALHAES 345 - SALA 11 - BELVEDERE - 30320-760 - BELO HORIZONTE - MG;BELVEDERE;2.006;2.277;42,91;42,91;P4;0;SL;NAO RESIDENCIAL;262.823,75;ZP3;08/10/2021
