name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified
José Martins Borges,16,built,1983,"Avenida Paulista 302, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63619,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
First Class Offices,15,built,2001,"Rua Sampaio Viana 202, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63615,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Albatroz,15,built,1994,"Rua Sampaio Viana 277, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63608,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- aluminium"")",0,1,0,0,Office
Edificio Vital Brasil,30,built,1988,Rua Jaguaribe 451,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=10982,NA,NA,NA,"c(""Structural Types"", ""- highrise"", ""- atrium"", ""Architectural Style"", ""- beaux arts"", ""- renaissance revival"", ""- baroque"", ""Materials"", ""- glass"", ""- steel"", ""- stone"", ""- marble"", ""- granite"", ""- brick"", ""- concrete"")",0,0,0,1,Other
Edifício Barros Loureiro,13,built,1975,Av. Nove De Julho - Itaim Bibi Zona Sul,Sao Paulo SP Brazil,,148,https://skyscraperpage.com/cities?buildingID=10926,148,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Materials"", ""- glass"", ""- concrete"")",0,1,0,0,Office
Teatro Municipal de São Paulo,5,built,1911,"Praça Ramos de Azevedo, s/n - República",Sao Paulo SP Brazil,http://theatromunicipal.org.br/,NA,https://skyscraperpage.com/cities?buildingID=109892,NA,NA,NA,"c(""Building Uses"", ""- other"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- art nouveau"", ""- baroque"", ""Materials"", ""- glass"", ""- stone"", ""- stucco"")",0,0,0,1,Other
Edifício Usina Elevatória de Traição,5,built,1938,"Acesso via Marginal Pinheiros km 10,5, sentido interlagos",Sao Paulo SP Brazil,http://www.emae.com.br/conteud...,148,https://skyscraperpage.com/cities?buildingID=108239,148,NA,NA,"c(""Building Uses"", ""- mechanical"", ""- mechanical"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"", ""- concrete, reinforced"")",0,0,0,1,Other
Majestic Offices,12,built,2000,"Rua Cubatão, 587 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63622,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Birmann 10,8,built,1992,"Rua Verbo Divino, 1400 Brooklin Zona Leste",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=10916,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Saint Mary Office Center,15,built,2004,"Rua Mário Amaral 172, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63695,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Hamurabi Center,14,built,1998,Rua Abilio Soares 217 - Paraíso,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63617,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Dom Pedro I de Alcântara,13,built,1954,Avenida Paulista 171 - Paraíso/Vila Mariana,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63612,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Residencial Atol Das Rocas,12,built,1994,"Rua Colônia da Glória, 401 Vila Mariana",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=61452,138,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential
Paulista Park,12,built,2002,"Rua do Paraíso 45, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63693,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office
Fellici Anorizze Empresarial,12,built,2002,"Rua Cincinato Braga 321, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63614,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Hyde Park,11,built,1970,On the Park,Sao Paulo SP Brazil,,308,https://skyscraperpage.com/cities?buildingID=84684,308,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential
Hyde Park,11,built,1970,"Av. Brigadeiro Faria Lima, 2954 Itaim 02365-000 Zona Sul",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=72898,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Faria Lima Square,11,built,2006,Av. Brigadeiro Faria Lima 3600 Itaim Zona Sul,Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=69812,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Faria Lima Business Center,11,built,1997,Av. Brigadeiro Faria Lima 1309 Jd. Paulistano 01452-002 Zona Sul,Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=73004,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- international"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office
Cal Center I,10,built,1976,Av. Brigadeiro Faria Lima 1884 Jardim Paulistano Zona Sul,Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=10913,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office
Regina,11,built,1944,Avenida Paulista 568,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63629,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
RochaVerá Plaza Torre D,9,built,2010,"14171, Avenida das Nações Unidas - Brooklin Novo",Sao Paulo SP Brazil,,131,https://skyscraperpage.com/cities?buildingID=64360,131,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office
Birmann 8,8,built,1990,Rua Alexandre Dumas 2.200 Chácara Sto Antônio,Sao Paulo SP Brazil,,131,https://skyscraperpage.com/cities?buildingID=10915,131,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office
Torre de Vidro,11,built,1995,"Praça Alfredo Egydio de Souza Aranha, 100 - Parque Jabaquara",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=64014,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"")",0,1,0,0,Office
CENESP F,9,built,1988,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104890,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
CENESP E,9,built,1984,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104891,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- concrete, reinforced"")",0,1,0,0,Office
CENESP D,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104889,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
CENESP C,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104888,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
CENESP B,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104892,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
CENESP A,9,built,1977,"Av. Maria Coelho de Aguiar, 215",Sao Paulo SP Brazil,,128,https://skyscraperpage.com/cities?buildingID=104887,128,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office
Conjunto Nazaré,29,built,1995,Rua Ponche Verde 16,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11029,NA,NA,NA,"c(""Structural Types"", ""- highrise"", ""Architectural Style"", ""- beaux arts"", ""- chateau"", ""- classical"", ""Materials"", ""- masonry"", ""- glass"", ""- steel"", ""- stone"", ""- granite"", ""- stucco"", ""- brick"", ""- concrete"", ""- sandstone"")",0,0,0,1,Other
Equifax,11,built,,"Rua Teixeira da Silva 216, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63613,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Saint Joseph,10,built,1987,"Rua Cincinato Braga 277, Paraíso / Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63694,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Réserve Classique,10,built,2008,"Rua Passo da Pátria, 1308",Sao Paulo SP Brazil,,115,https://skyscraperpage.com/cities?buildingID=61439,115,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Cubatão 416,10,built,2003,"Rua Cubatão 416, Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63610,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Palácio Do Governo do Estado de São Paulo,4,built,1965,"Avenida Morumbi, 4500",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=107887,NA,NA,NA,"c(""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- classical"", ""Materials"", ""- glass"", ""- granite"", ""- brick"", ""- concrete"")",0,0,0,1,Other
Hospital Bosque da Saúde,9,built,2001,"Av. Bosque da Saúde, 1926 - Saúde",Sao Paulo SP Brazil,http://www.hospitalbosque.com.br/,103,https://skyscraperpage.com/cities?buildingID=61449,103,NA,NA,"c(""Building Uses"", ""- hospital"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"")",0,0,0,1,Other
Edifício Groenlândia,9,built,,"Rua Groenlândia, 513 - Jardins",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63114,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Supermercado Carrefour Pamplona,4,built,,Rua Pamplona 1704 x Rua Haiti 198-274 x Av. 9 de Julho 3291-3445 Jardi,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=109027,NA,NA,NA,"c(""Building Uses"", ""- mixed use"", ""- retail"", ""- warehouse"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"")",0,0,0,1,Other
Memorial Da America Latina,3,built,1989,Auro Soares de Moura Andrade,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=108703,NA,NA,NA,"c(""Building Uses"", ""- museum"", ""- conference"", ""- library"", ""- monument"", ""- office"", ""Structural Types"", ""- lowrise"", ""- atrium"")",0,1,0,0,Office
Municipal Market,2,built,1933,"Rua da Cantareira, 306",Sao Paulo SP Brazil,,98,https://skyscraperpage.com/cities?buildingID=104895,98,NA,NA,"c(""Building Uses"", ""- retail"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- italianate"")",0,0,0,1,Other
Edificio Canasvieiras,29,built,1996,Sao Paulo SP Brazil,,NA,345,https://skyscraperpage.com/cities?buildingID=10999,345,95,NA,"c(""Structural Types"", ""- highrise"", ""- landing pad"", ""- lowrise"", ""- truss"", ""- Vierendeel truss"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,0,0,1,Other
Arquivo Histórico Municipal Washington Luís,3,built,1920,Praça Coronel Fernando Prestes 152 BR-01124-060 Luz,Sao Paulo SP Brazil,,79,https://skyscraperpage.com/cities?buildingID=44033,79,72,NA,"c(""Building Uses"", ""- office"", ""- museum"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- renaissance revival"", ""Materials"", ""- masonry"", ""- copper"", ""- glass"", ""- steel"", ""- brick"", ""- concrete"")",0,1,0,0,Office
Auditório Celso Furtado,,built,,Sao Paulo SP Brazil,,NA,NA,https://skyscraperpage.com/cities?buildingID=110041,NA,NA,NA,"c(""Building Uses"", ""- conference"", ""Structural Types"", ""- lowrise"")",0,0,0,1,Other
Casa Bola,6,built,1974,Rua Amauri 356 Itaim Bibi,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=109106,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- futurism"", ""Materials"", ""- steel"", ""- plastics"", ""- concrete"")",1,0,0,0,Residential
Anhembi Pavilhão de Exposições,,built,1970,Rua Prof. Milton Rodrigues 13 Santana,Sao Paulo SP Brazil,http://www.anhembi.com.br/espa...,NA,https://skyscraperpage.com/cities?buildingID=109376,NA,NA,NA,"c(""Building Uses"", ""- other"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"", ""- aluminium"")",0,0,0,1,Other
Lucas,10,built,1995,"Rua Maestro Cardim 343, Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63692,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office
Lindenberg Leopolldo,9,built,,"Rua Joaquim Macedo, 135 - Cidade Jardim",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63118,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Lindenberg Gironda,9,built,,"Rua Gironda, 164 e 172 - Jardim",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63116,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential
Hotel Unique,7,built,2002,Av. Brigadeiro Luís Antônio 4700 - Jd. Paulista - 01402-002 Zona Sul,Sao Paulo SP Brazil,,105,https://skyscraperpage.com/cities?buildingID=74206,105,92,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- streamline moderne"", ""- structural expressionism"", ""- futurism"", ""Materials"", ""- copper"", ""- glass"", ""- wood"", ""- granite"", ""- concrete"")",0,0,1,0,Hotel
Estacao Júlio Prestes,7,built,1938,Rua Mauá,Sao Paulo SP Brazil,,246,https://skyscraperpage.com/cities?buildingID=11083,246,NA,NA,"c(""Structural Types"", ""- lowrise"")",0,0,0,1,Other
Edifício Pedroso de Moraes,7,built,2001,"Av, Pedroso de Moraes 1201, Pinheiros BR-05419-001 Zona Oeste",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=82450,NA,NA,NA,"c(""Building Uses"", ""- conference"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- streamline moderne"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- concrete, reinforced"")",0,0,0,1,Other
Casa Das Rosas,3,built,1935,"Av. Paulista, 37 - Paraíso Zona Sul",Sao Paulo SP Brazil,http://www.cultura.sp.gov.br/p...,39,https://skyscraperpage.com/cities?buildingID=65569,39,NA,NA,"c(""Building Uses"", ""- mixed use"", ""- library"", ""- museum"", ""Structural Types"", ""- lowrise"", ""Architectural Style"", ""- renaissance revival"", ""Materials"", ""- glass"", ""- steel"", ""- marble"", ""- brick"")",0,0,0,1,Other
Museu de Arte de São Paulo Assis Chateaub...,2,built,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Auditório Elis Regina,1,built,1985,"Avenida Olavo Fontoura, 1209",Sao Paulo SP Brazil,,24,https://skyscraperpage.com/cities?buildingID=109364,24,NA,NA,"c(""Building Uses"", ""- conference"", ""Structural Types"", ""- lowrise"")",0,0,0,1,Other
