name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified,address_adj,lat,long
Renaissance São Paulo Hotel,26,built,1994,Alameda Santos 2233 Cerqueira César Jd. Paulista BR-01419-002 Zona Sul,Sao Paulo SP Brazil,,361,https://skyscraperpage.com/cities?buildingID=1551,361,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel,Alameda Santos 2233 Cerqueira César Jd. Paulista ,-23.5585539,-46.6618166
Blue Tree Towers Paulista,26,built,2000,"Rua Peixoto Gomide, 707, Bela Vista Zona Sul",Sao Paulo SP Brazil,http://www.bluetree.com.br/,361,https://skyscraperpage.com/cities?buildingID=1639,361,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"", ""- sandstone"")",0,0,1,0,Hotel,"Rua Peixoto Gomide, 707, Bela Vista Zona Sul",-23.560259700000003,-46.65599054506994
Brascan Century Staybridge Suites,33,built,2002,"Rua Joaquin Floriano, 466 - Itaim bibi",Sao Paulo SP Brazil,,356,https://skyscraperpage.com/cities?buildingID=63909,356,NA,NA,"c(""Building Uses"", ""- mixed use"", ""- hotel"", ""- residential"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"")",1,0,1,0,Mixed Use,"Rua Joaquin Floriano, 466 - Itaim bibi",-23.5457763,-46.63409911430092
Conjunto Gonzaga 5,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11050,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida S. Miguel 3391-4001,-23.5457763,-46.63409911430092
Conjunto Gonzaga 4,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11049,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida S. Miguel 3391-4001,-23.5457763,-46.63409911430092
Conjunto Gonzaga 3,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11048,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida S. Miguel 3391-4001,-23.5457763,-46.63409911430092
Conjunto Gonzaga 2,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11047,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida S. Miguel 3391-4001,-23.5457763,-46.63409911430092
Conjunto Gonzaga 1,29,built,1985,Avenida S. Miguel 3391-4001,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11046,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida S. Miguel 3391-4001,-23.5457763,-46.63409911430092
Theobaldo De Nigris - Senai,25,built,,Av. Paulista 750 Vila dos Ingleses,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104874,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Paulista 750 Vila dos Ingleses,-23.5665182,-46.6500328
Sede I & II CESP,26,built,2010,"Av. Paulista 2064, Baixo Augusta",Sao Paulo SP Brazil,,335,https://skyscraperpage.com/cities?buildingID=11067,335,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office,"Av. Paulista 2064, Baixo Augusta",-23.5584944,-46.6594509
Blue Tree Towers Morumbi,29,built,2001,"Avenida Roque Petroni Jr., 1000, Morumbi Zona Sul",Sao Paulo SP Brazil,http://www.bluetree.com.br/,331,https://skyscraperpage.com/cities?buildingID=10959,331,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- stone"", ""- granite"", ""- concrete"")",0,0,1,0,Hotel,"Avenida Roque Petroni Jr., 1000, Morumbi Zona Sul",-23.6226533,-46.696080977599024
Edifício Dacon,27,built,1978,"Avenida Cidade Jardim 350-400, Jardim Paulistano",Sao Paulo SP Brazil,,331,https://skyscraperpage.com/cities?buildingID=10943,331,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,"Avenida Cidade Jardim 350-400, Jardim Paulistano",-23.5457763,-46.63409911430092
Paulista Home Resort Torre C,30,built,2010,Rua Frei Caneca 526-640,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95816,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Frei Caneca 526-640,-23.5457763,-46.63409911430092
Paulista Home Resort Torre B,30,built,2010,Rua Frei Caneca 526-640,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95815,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Frei Caneca 526-640,-23.5457763,-46.63409911430092
Paulista Home Resort Torre A,30,built,2010,Rua Frei Caneca 526-640,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95814,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Frei Caneca 526-640,-23.5457763,-46.63409911430092
Conde Andrea Matarazzo,25,built,1975,"Av. Paulista 1479-1499, Jardim Paulista, Zona Sul",Sao Paulo SP Brazil,,328,https://skyscraperpage.com/cities?buildingID=80002,328,287,NA,"c(""Building Uses"", ""- office"", ""- communication"", ""- retail"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Paulista 1479-1499, Jardim Paulista, Zona Sul",-23.5457763,-46.63409911430092
CENU IV,25,built,2011,Av. das Nações Unidas 12910 x Av. Águas Espraiadas - Brooklin Novo,Sao Paulo SP Brazil,,328,https://skyscraperpage.com/cities?buildingID=73212,328,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- international"", ""- postmodern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. das Nações Unidas 12910 x Av. Águas Espraiadas - Brooklin Novo,-23.5457763,-46.63409911430092
Edifício New Century,20,built,2002,"Rua Leopoldo Couto de Magalhães Jr., 758 - Itaim Bibi",Sao Paulo SP Brazil,,325,https://skyscraperpage.com/cities?buildingID=11080,325,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua Leopoldo Couto de Magalhães Jr., 758 - Itaim Bibi",-23.5457763,-46.63409911430092
Othon Palace,28,built,1954,"Rua Libero Badaró 190, Patriarca Centre BR-01008-000",Sao Paulo SP Brazil,,322,https://skyscraperpage.com/cities?buildingID=11018,322,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- art deco"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- concrete, reinforced"", ""- brick"")",0,0,1,0,Hotel,"Rua Libero Badaró 190, Patriarca Centre ",-23.5477817,-46.6368956
Edifício Lindenberg São Paulo,28,built,,"Rua Maria Antonia Ladalardo, 320 - Panamby",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63115,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Rua Maria Antonia Ladalardo, 320 - Panamby",-23.5457763,-46.63409911430092
Edifício Lindenberg Melo Alves,26,built,,"Rua Melo Alves, 700 - Cerqueira Cézar",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63119,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"Rua Melo Alves, 700 - Cerqueira Cézar",-23.5457763,-46.63409911430092
Hyde Park,28,built,2007,"Av. Brigadeiro Faria Lima, 2954 Itaim 02365-000 Zona Sul",Sao Paulo SP Brazil,,138,https://skyscraperpage.com/cities?buildingID=72898,138,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Brigadeiro Faria Lima, 2954 Itaim 02365-000 Zona Sul",-23.5457763,-46.63409911430092
Safra Headquarters,25,built,1987,Avenida Paulista - Bela Vista - Zona Sul,Sao Paulo SP Brazil,,308,https://skyscraperpage.com/cities?buildingID=1553,308,295,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Avenida Paulista - Bela Vista - Zona Sul,-23.5457763,-46.63409911430092
Edifício Appia,26,built,2013,"Alameda Lorena 165, Jd. Paulista Zona Sul BR-01424-000",Sao Paulo SP Brazil,,299,https://skyscraperpage.com/cities?buildingID=73028,299,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- terra cotta"", ""- granite"", ""- stucco"", ""- concrete, reinforced"")",1,0,0,0,Residential,"Alameda Lorena 165, Jd. Paulista Zona Sul ",-23.5657146,-46.6638655
Edifício Blanc,25,built,2007,Rua Dr. Miranda de Azevedo 779 x R.Taipas Pompéia-Vila Anglo Brasileir,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59717,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Dr. Miranda de Azevedo 779 x R.Taipas Pompéia-Vila Anglo Brasileir,-23.5457763,-46.63409911430092
Transamérica Flat International Plaza,26,built,2000,"Alameda Santos 981, Jardim Paulista 01419-001 Zona Sul",Sao Paulo SP Brazil,,295,https://skyscraperpage.com/cities?buildingID=11054,295,NA,NA,"c(""Building Uses"", ""- hotel"", ""- residential"", ""- restaurant"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,1,0,Mixed Use,"Alameda Santos 981, Jardim Paulista 01419-001 Zona Sul",-23.5457763,-46.63409911430092
Edifício José Paulino Nogueira,26,built,1943,"Largo do Paissandú, 72 - Centro",Sao Paulo SP Brazil,http://www.cejpn.com.br,NA,https://skyscraperpage.com/cities?buildingID=115799,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Largo do Paissandú, 72 - Centro",-23.5457763,-46.63409911430092
Blue Tree Towers Faria Lima,26,built,2001,"Av. Brigadeiro Faria Lima, 3989 Vila Olímpia - Zona Sul",Sao Paulo SP Brazil,http://www.bluetree.com.br/,295,https://skyscraperpage.com/cities?buildingID=10955,295,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel,"Av. Brigadeiro Faria Lima, 3989 Vila Olímpia - Zona Sul",-23.5457763,-46.63409911430092
Edifício Comendador Yerchanik Kissajikian,22,built,2003,"Avenida Paulista, 901 e Al. Santos - Jardim Paulista, Zona Sul",Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=11071,289,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Avenida Paulista, 901 e Al. Santos - Jardim Paulista, Zona Sul",-23.5457763,-46.63409911430092
Edifício Nestlé,20,built,1986,"Avendia das Nações Unidas, 12.495 - Itaim Bibi",Sao Paulo SP Brazil,http://www.aflaloegasperini.co...,289,https://skyscraperpage.com/cities?buildingID=10892,289,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avendia das Nações Unidas, 12.495 - Itaim Bibi",-23.5457763,-46.63409911430092
Edifício Santa Catarina,18,built,2007,"Avenida Paulista 283, Paraíso - Vila Mariana 01311-000 Zona Sul",Sao Paulo SP Brazil,,285,https://skyscraperpage.com/cities?buildingID=58860,285,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Avenida Paulista 283, Paraíso - Vila Mariana 01311-000 Zona Sul",-23.5457763,-46.63409911430092
Mercure Grand Hotel São Paulo Ibirapuera,17,built,1998,"Rua Joinville, 515 Vila Mariana (Ibirapuera) Zona Sul",Sao Paulo SP Brazil,http://www.mercure.com/mercure...,285,https://skyscraperpage.com/cities?buildingID=10906,285,197,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- stone"", ""- granite"", ""- concrete, reinforced"")",0,0,1,0,Hotel,"Rua Joinville, 515 Vila Mariana (Ibirapuera) Zona Sul",-26.2107646,-48.9064104
Blue Tree Towers Berrini,22,built,1997,"Rua Quintana, 1012 Brooklin Novo - Zona Leste",Sao Paulo SP Brazil,http://www.bluetree.com.br/,284,https://skyscraperpage.com/cities?buildingID=10954,284,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel,"Rua Quintana, 1012 Brooklin Novo - Zona Leste",-23.5457763,-46.63409911430092
Edifício Sede IBM,20,built,1977,"Rua Totóia, 1157 at Avenida 23 de Maio - Vila Mariana",Sao Paulo SP Brazil,,269,https://skyscraperpage.com/cities?buildingID=64350,269,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- concrete (plain)"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua Totóia, 1157 at Avenida 23 de Maio - Vila Mariana",-23.5457763,-46.63409911430092
Brascan Century Offices,25,built,2002,"Rua Joaquin Floriano, 466 - Itaim bibi",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63910,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- hole"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Joaquin Floriano, 466 - Itaim bibi",-23.5457763,-46.63409911430092
Edifício Joelma,23,built,1972,"Av. 9 de Julho 225 x Rua Santo Antônio, 184 - Pça da Bandeira - Centro",Sao Paulo SP Brazil,,276,https://skyscraperpage.com/cities?buildingID=69883,276,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete, reinforced"", ""- concrete"")",0,1,0,0,Office,"Av. 9 de Julho 225 x Rua Santo Antônio, 184 - Pça da Bandeira - Centro",-23.5457763,-46.63409911430092
Icon Faria Lima,21,built,2007,"Av. Brigadeiro Faria Lima, 3311 Itaim 04538-133 Zona Sul",Sao Paulo SP Brazil,,272,https://skyscraperpage.com/cities?buildingID=72899,272,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Brigadeiro Faria Lima, 3311 Itaim 04538-133 Zona Sul",-23.5457763,-46.63409911430092
Maksoud Plaza,23,built,,Rua São Carlos do Pinhal 424 x Alameda Campinas 150 - Bela Vista,Sao Paulo SP Brazil,http://www.maksoud.com.br/defa...,NA,https://skyscraperpage.com/cities?buildingID=108673,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""- parking garage"", ""- restaurant"", ""- retail"", ""Structural Types"", ""- highrise"", ""- atrium"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- stone"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel,Rua São Carlos do Pinhal 424 x Alameda Campinas 150 - Bela Vista,-23.5457763,-46.63409911430092
Edifício Marrion,23,built,2008,Rua Caiubi 489 x Rua Linda Ferreira da Rosa,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59377,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- limestone"", ""- marble"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Caiubi 489 x Rua Linda Ferreira da Rosa,-23.5385706,-46.6745338
Quality Hotel & Suites Congonhas Airport,25,built,2003,Rua Henrique Fausto Lancelotti 6333 Campo Belo 04625-005 Zona Leste,Sao Paulo SP Brazil,http://www.hotelclub.net/hotel...,262,https://skyscraperpage.com/cities?buildingID=10880,262,NA,NA,"c(""Building Uses"", ""- hotel"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- stone"", ""- aluminium"", ""- marble"", ""- concrete, reinforced"")",1,0,1,0,Mixed Use,Rua Henrique Fausto Lancelotti 6333 Campo Belo 04625-005 Zona Leste,-23.5457763,-46.63409911430092
Banco Central do Brasil,22,built,1980,"Avenida Paulista 1804 Bela Vista, Zona Sul",Sao Paulo SP Brazil,http://www.bcb.gov.br/?ESPACULTSP,262,https://skyscraperpage.com/cities?buildingID=10958,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office,"Avenida Paulista 1804 Bela Vista, Zona Sul",-23.55982915,-46.657426419178734
Edifício Atrium VI,19,built,2004,"Rua Gomes de Carvalho 1.510 x R. Fidêncio Ramos, Vila Olímpia Zona Sul",Sao Paulo SP Brazil,http://www.arcoweb.com.br/arqu...,262,https://skyscraperpage.com/cities?buildingID=10871,262,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua Gomes de Carvalho 1.510 x R. Fidêncio Ramos, Vila Olímpia Zona Sul",-23.5981253,-46.6829274
Edifício Nassib Mofarrej,20,built,,"Av. Paulista. 392, Paraíso - Zona Sul",Sao Paulo SP Brazil,,253,https://skyscraperpage.com/cities?buildingID=10942,253,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete, reinforced"", ""- concrete"")",0,1,0,0,Office,"Av. Paulista. 392, Paraíso - Zona Sul",-23.5457763,-46.63409911430092
Edifício Exclusive Pacaembú,20,built,2008,Rua Dr. Cândido Espinheira 321 Pacaembú-Perdizes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=59428,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Dr. Cândido Espinheira 321 Pacaembú-Perdizes,-23.5457763,-46.63409911430092
Birmann 12,13,built,1996,"Rua Alexandre Dumas 1771, Chácara Santo Antônio 04717-000 Zona Leste",Sao Paulo SP Brazil,,249,https://skyscraperpage.com/cities?buildingID=11086,249,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- pagoda style"", ""- postmodern"", ""Materials"", ""- copper"", ""- glass"", ""- limestone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua Alexandre Dumas 1771, Chácara Santo Antônio 04717-000 Zona Leste",-23.5457763,-46.63409911430092
Birmann 11,13,built,1996,"Rua Alexandre Dumas 1771, Chácara Santo Antônio 04717-000 Zona Leste",Sao Paulo SP Brazil,,249,https://skyscraperpage.com/cities?buildingID=10905,249,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- pagoda style"", ""- postmodern"", ""Materials"", ""- copper"", ""- glass"", ""- limestone"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Rua Alexandre Dumas 1771, Chácara Santo Antônio 04717-000 Zona Leste",-23.5457763,-46.63409911430092
Edifício Berrini 500,21,built,2001,"Praça Prof. José Lannes, 40 & Av. Engenheiro L.C.Berrini, 500",Sao Paulo SP Brazil,,246,https://skyscraperpage.com/cities?buildingID=10945,246,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- limestone"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office,"Praça Prof. José Lannes, 40 & Av. Engenheiro L.C.Berrini, 500",-23.601234650000002,-46.691670321813945
Edifício Ronaldo Sampaio Ferreira,18,built,2003,"Praça João Duran Alonso 34, Itaim Bibi Zona Sul",Sao Paulo SP Brazil,http://www.arcoweb.com.br/arqu...,236,https://skyscraperpage.com/cities?buildingID=65560,236,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Praça João Duran Alonso 34, Itaim Bibi Zona Sul",-23.6024312,-46.6922953
Market Place Tower II,17,built,2001,"Av. Dr. Chucri Zaidan, 940 Chácara Santo Antônio 04583-906 Zona Leste",Sao Paulo SP Brazil,http://www.marketplace.com.br/,230,https://skyscraperpage.com/cities?buildingID=10920,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- chateau"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- marble"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Dr. Chucri Zaidan, 940 Chácara Santo Antônio 04583-906 Zona Leste",-23.5457763,-46.63409911430092
Market Place Tower I,17,built,1996,"Av. Dr. Chucri Zaidan, 920 Chácara Santo Antônio 04583-904 Zona Leste",Sao Paulo SP Brazil,http://www.marketplace.com.br/,230,https://skyscraperpage.com/cities?buildingID=10921,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- chateau"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- marble"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Av. Dr. Chucri Zaidan, 920 Chácara Santo Antônio 04583-904 Zona Leste",-23.5457763,-46.63409911430092
Juscelino Kubitschek,16,built,1992,"Rua Tenente Negrão 140, Itaim-Bibi Zona Sul",Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=10966,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Tenente Negrão 140, Itaim-Bibi Zona Sul",-23.5457763,-46.63409911430092
Edifício Parque Cultural Paulista,16,built,1991,"Al. Santos, 1940 Jardim Paulista Zona Sul",Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=10961,230,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete"")",0,1,0,0,Office,"Al. Santos, 1940 Jardim Paulista Zona Sul",-39.296933,-72.2351178
Visconde do Rio Claro,21,built,,"Al. Tietê, 80 - Cerqueira Cézar",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63124,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,"Al. Tietê, 80 - Cerqueira Cézar",-23.5457763,-46.63409911430092
Trianon Corporate 700,21,built,2006,"Alameda Santos, 680-700",Sao Paulo SP Brazil,,607,https://skyscraperpage.com/cities?buildingID=60457,3455,607,230,"c(""Building Uses"", ""- office"", ""- communication"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",0,1,0,0,Office,"Alameda Santos, 680-700",-23.5457763,-46.63409911430092
Faria Lima Financial Center,20,built,2003,Av. Brigadeiro Faria Lima 3400 Itaim 04538-132 Zona Sul,Sao Paulo SP Brazil,,230,https://skyscraperpage.com/cities?buildingID=73005,230,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- international"", ""- modern"", ""- postmodern"", ""Materials"", ""- glass"", ""- aluminium"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Brigadeiro Faria Lima 3400 Itaim 04538-132 Zona Sul,-23.5457763,-46.63409911430092
Lindenberg Jardim Paulista,19,built,,"R. Presidente Prudente, 92 e 94 - Jardim Paulista",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63117,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- limestone"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"R. Presidente Prudente, 92 e 94 - Jardim Paulista",-23.5457763,-46.63409911430092
