ano,code_muni,total_pop,index_pop,total_domi,index_domi,total_jobs,index_jobs
2011,2507507,733155,122.61470329501249,219255.85455402578,144.50490977599918,281584,165.23912915908693
2011,2800308,579563,125.573197207573,176732.09225465302,151.52967646499505,216226,165.98550680136336
2011,2408102,810780,113.82291872859977,250868.56942456632,141.2031460470922,308803,172.38370632532641
2011,3205309,330526,113.07611254036894,117517.59500695679,137.4249772048516,236030,158.2861664744226
2012,1100205,442701,132.28341515742795,132000,157.62323270920902,195243,253.1907719839716
2012,1302603,1861838,132.43645235749574,506000,154.81723305500907,535702,236.50989170121366
2012,1200401,348354,137.65722618045595,111000,173.41040462427745,99601,185.30763363039313
2012,5002704,805397,121.3640014405813,279000,150.35649038850175,265828,174.7557752738078
2012,1600303,415554,146.67923249608202,110000,182.21272507412743,99127,241.57872931542906
2012,5300108,2648532,129.12449918240827,880000,160.74086927931467,1181649,145.4586076879614
2012,1400100,296959,148.05901240477047,82000,168.3259776249615,84834,376.354199015128
2012,5103403,561329,116.1339909712711,179000,141.04261220373172,242460,202.47350708565418
2012,1721000,242070,176.23675876378726,73000,207.99498532638117,113827,219.67115039465816
2012,3550308,11376685,109.01858896506229,3974000,133.15838006497754,5237258,163.05088450046838
2012,2211001,830231,116.05778908521584,240000,141.38438880706923,272722,219.26162949622935
2012,3304557,6390290,109.08833603281994,2328000,129.1996117351874,2572044,148.42271821286408
2012,1501402,1410430,110.13701240186349,386000,130.31955299718092,409942,156.7242295531963
2012,5208707,1333767,122.02730632100251,459000,146.34939563119954,606571,186.32363376102376
2012,2927408,2710968,110.96394877506388,933000,143.31621116791192,840300,145.215559476512
2012,4205407,433158,126.53783795626833,155000,149.27241734641794,270709,161.47560051775457
2012,2111300,1039610,119.49155659358091,314000,155.33481082792463,348421,202.00895186632496
2012,2704302,953393,119.50889930417583,310000,155.22663088108638,259697,189.96752154258044
2012,4314902,1416714,104.1249751945847,555000,126.03181451750251,767128,138.9369744322555
2012,4106902,1776761,111.93499714927408,619000,131.4325511079403,967397,170.14233679985787
2012,3106200,2395785,107.02511384723698,826000,131.45874646286848,1411147,154.0153322608318
2012,2304400,2500194,116.75500443167608,758000,144.10892962046879,800045,193.27652933531107
2012,2611606,1555039,109.28621376690644,510000,135.68990334089827,736715,162.42658212219555
2012,2507507,742478,124.17390548120694,225000,148.290702502488,293220,172.06736693855996
2012,2800308,587701,127.33644758565998,184000,157.76116331709994,221813,170.2743574784291
2012,2408102,817590,114.77895375233219,256000,144.0914079869417,320671,179.00880331813082
2012,3205309,333162,113.97791340522197,120000,140.32789952522393,236864,158.8454625928807
2013,1100205,484992,144.92038211802392,147000,175.53496369889186,189785,246.11284737981921
2013,1302603,1982177,140.9964184986147,534000,163.38419456793446,557950,246.33227815967115
2013,1200401,357194,141.15048269375916,113000,176.53491641930947,101569,188.96909709948093
2013,5002704,832352,125.42580780294776,278000,149.81757823657165,273385,179.72375981172016
2013,1600303,437256,154.33944682112755,122000,202.0904769003959,101859,248.23678502668582
2013,5300108,2789761,136.00986960460153,906000,165.4900313262035,1302284,160.30853278283917
2013,1400100,308996,154.0604682701129,87000,178.58975674843478,81669,362.3131183177321
2013,5103403,569830,117.89277246527332,184000,144.98234997478568,245040,204.62801359510308
2013,1721000,257904,187.76455170907502,75000,213.69347807504914,115888,223.64860952969102
2013,3550308,11821873,113.28466186627897,4023000,134.8002423254667,5247904,163.3823250589423
2013,2211001,836475,116.93063632297024,246000,144.91899852724595,278682,224.05331961216254
2013,3304557,6429923,109.76490908693621,2389000,132.58499675058536,2614937,150.89790746013372
2013,1501402,1425922,111.34674460844565,408000,137.7470922871757,439501,168.024880624233
2013,5208707,1393575,127.49918344530273,488000,155.5958716078984,614240,188.67936119822943
2013,2927408,2883682,118.03338945040065,946000,145.3131144317735,796438,137.6355941429897
2013,4205407,453285,132.41751018798476,163000,156.9768001772008,277741,165.6701283053082
2013,2111300,1053922,121.13656112217078,311000,153.85072027861327,350252,203.07053653219543
2013,2704302,996733,124.94161770660061,316000,158.23101728523645,261525,191.30469767237722
2013,4314902,1467816,107.88084580953851,547000,124.21513971364664,771089,139.65436364986482
2013,4106902,1848946,116.48261372191403,656000,139.2887779108382,936159,164.6483086842508
2013,3106200,2479165,110.74988630911591,818000,130.1855382646809,1377682,150.36289697654976
2013,2304400,2551806,119.16520111590445,793000,150.76303586943502,806143,194.74969681449878
2013,2611606,1599513,112.41179137047097,519000,138.08443104691412,755952,166.66784252857346
2013,2507507,769607,128.71102830747205,235000,154.88140039148746,296124,173.7714922833167
2013,2800308,614577,133.15963720982634,188000,161.19075382399342,224587,172.40381367642092
2013,2408102,853928,119.88033417705881,269000,151.4085497987786,314373,175.4930583854815
2013,3205309,348268,119.14582078931524,127000,148.51369366419533,240100,161.01558518200596
2014,1100205,494013,147.61594568832342,143000,170.7585021016431,188800,244.83550114766638
2014,1302603,2020301,143.70825879281708,549000,167.97363823557308,550327,242.9667598221657
2014,1200401,363928,143.8115222141872,114000,178.0971723168255,104457,194.34222032037803
2014,5002704,843120,127.0484207100137,282000,151.9732268442921,281596,185.1216850520005
2014,1600303,446757,157.69304078952942,115000,190.49512166840597,106177,258.76002242097826
2014,5300108,2852372,139.062358310915,913000,166.76865187728896,1321828,162.71435974892935
2014,1400100,314900,157.00410833233616,90000,184.74802422251872,83797,371.75369327004125
2014,5103403,575480,119.06170734835915,192000,151.285930408472,248236,207.29692941068402
2014,1721000,265409,193.22849550435004,78000,222.2412171980511,130442,251.735916784067
2014,3550308,11895893,113.9939683079352,4075000,136.54262676516947,5308401,165.2657704342942
2014,2211001,840600,117.50726906732274,255000,150.22091310751105,288912,232.27798234471226
2014,3304557,6453682,110.17049784359729,2522000,139.96624604645302,2654076,153.15646787672586
2014,1501402,1432844,111.88726657681394,409000,138.08470770944817,423896,162.0589595861895
2014,5208707,1412364,129.2182026281625,499000,159.10315559906005,608119,186.79914113783877
2014,2927408,2902927,118.8211158987306,986000,151.4574321667322,849895,146.873709295835
2014,4205407,461524,134.82435768225173,173000,166.60727871567937,288502,172.08897266279743
2014,2111300,1064197,122.31755759584748,324000,160.28177932562926,354124,205.31546052250144
2014,2704302,1005319,126.01788259361537,310000,155.22663088108638,268701,196.55391862829723
2014,4314902,1472482,108.22378526962568,567000,128.75682672328637,780126,141.29108325590747
2014,4106902,1864416,117.45721548652914,661000,140.35043018150006,943667,165.9687889676229
2014,3106200,2491109,111.28345169991324,871000,138.62054257767366,1354683,147.85274131830374
2014,2304400,2571896,120.10337152949329,814000,154.75549961881475,838280,202.51341988413722
2014,2611606,1608488,113.04254324779237,524000,139.41472421692293,756936,166.8847890503739
2014,2507507,780738,130.57260500322778,247000,162.79023785828682,302603,177.57349920779296
2014,2800308,623766,135.1506064558624,195000,167.19253721105702,234200,179.78321613903645
2014,2408102,862044,121.01971453720746,264000,148.59426448653363,318710,177.91411042944785
2014,3205309,352104,120.4581531556188,143000,167.22408026755852,238021,159.62136859894312
2015,1100205,502748,150.22604964426688,151000,180.3114252961406,174539,226.3418619428631
2015,1302603,2057711,146.36931076548814,588000,179.90619177143347,517918,228.658340066136
2015,1200401,370550,146.42830328105302,116000,181.22168411185754,105252,195.82131760590894
2015,5002704,853622,128.63095049734713,298000,160.59582127517393,275176,180.9011662305902
2015,1600303,456171,161.01592612986573,125000,207.059914856963,98261,239.46823288572614
2015,5300108,2914830,142.107387772494,954000,174.25771510507522,1263872,155.58009308669423
2015,1400100,320714,159.90287583263532,88000,180.6425125731294,86403,383.314848498292
2015,5103403,580489,120.0980250172754,192000,151.285930408472,243802,203.59418450258454
2015,1721000,272726,198.55556768956356,82000,233.63820269538706,128919,248.7967269428952
2015,3550308,11967825,114.68326621338261,4180000,140.06090303764623,5126131,159.5911818007191
2015,2211001,844245,118.01680272869604,264000,155.52282768777616,289440,232.70248106639224
2015,3304557,6476631,110.56225912886248,2533000,140.5767253115248,2520718,145.46089312939216
2015,1501402,1439561,112.41178059899393,418000,141.12324650990058,416999,159.4221792337777
2015,5208707,1430697,130.89550204161546,511000,162.92928358941822,599401,184.12118680252007
2015,2927408,2921087,119.56443168473587,1030000,158.2161816751868,802284,138.64586447584665
2015,4205407,469690,137.20987978908315,174000,167.57032656952725,277290,165.40111066705637
2015,2111300,1073893,123.4320044872119,311000,153.85072027861327,332974,193.05302705272555
2015,2704302,1013773,127.07760113016589,322000,161.23540368938652,264942,193.80422219946453
2015,4314902,1476867,108.54607192467974,561000,127.39432062039444,750359,135.8998878909554
2015,4106902,1879355,118.39836453381969,657000,139.50110836497055,914006,160.75211799198354
2015,3106200,2502557,111.7948596531825,866000,137.8247874538064,1216511,132.7723801021132
2015,2304400,2591188,121.00427663745528,825000,156.84679015420414,823674,198.98487213060895
2015,2611606,1617183,113.65361707211655,558000,148.46071777298283,706364,155.7349724848314
2015,2507507,791438,132.36210016490116,260000,171.35814511398613,291292,170.93597793556717
2015,2800308,632744,137.09585859329974,215000,184.3404897455244,219064,168.1640924862591
2015,2408102,869954,122.13017518885552,275000,154.78569217347257,291889,162.941770823448
2015,3205309,355875,121.74824839892715,131000,153.19129031503613,223673,149.99932938115293
2016,1100205,511219,152.75726780234328,151000,180.3114252961406,164088,212.7890238999909
2016,1302603,2094391,148.9784363029801,606000,185.4135241725998,486929,214.97684357381578
2016,1200401,377057,148.9996404000648,123000,192.1574753944696,98399,183.07131295465962
2016,5002704,863982,130.19208252903388,296000,159.5179969713137,264741,174.04117964158462
2016,1600303,465495,164.30704392392732,125000,207.059914856963,107318,261.5407111349401
2016,5300108,2977216,145.14890700125687,981000,179.18953723069055,1250750,153.96480136294088
2016,1400100,326419,162.7472976746041,96000,197.06455917068664,84644,375.51129053724327
2016,5103403,585367,121.10723994819446,202000,159.16540595057992,234572,195.8863957110289
2016,1721000,279856,203.74649630519457,85000,242.185941818389,127901,246.8321207325781
2016,3550308,12038175,115.35740439455684,4332000,145.15402678446975,4952351,154.18091125294555
2016,2211001,847430,118.46203310221426,264000,155.52282768777616,276922,222.63832387322924
2016,3304557,6498837,110.94133669653856,2559000,142.0196763016944,2381304,137.41585002867996
2016,1501402,1446042,112.91786596117174,426000,143.8241698880805,408053,156.00204917249368
2016,5208707,1448639,132.53702858261659,499000,159.10315559906005,581541,178.63503580128216
2016,2927408,2938092,120.26047160439555,1027000,157.75535784506488,762743,131.81262820634677
2016,4205407,477798,139.57845843740415,182000,175.2747094003101,283013,168.81483116309866
2016,2111300,1082935,124.47128138404742,328000,162.2605667247111,331233,192.04362295481164
2016,2704302,1021709,128.07238777625824,339000,169.74783183447835,256236,187.43581115678901
2016,4314902,1481019,108.85123365598747,580000,131.70892327955218,720604,130.5108658838956
2016,4106902,1893997,119.32080273921686,690000,146.50801335133897,882611,155.23047727588505
2016,3106200,2513451,112.28151917824496,869000,138.30224052812676,1176985,128.45843547200616
2016,2304400,2609716,121.86950418464164,852000,161.9799578319781,773033,186.75091438814508
2016,2611606,1625583,114.24395866203297,558000,148.46071777298283,678580,149.6093198814731
2016,2507507,801718,134.08135346041536,252000,166.08558680278657,276226,162.094947479608
2016,2800308,641523,138.99799364727193,225000,192.91446601275808,218025,167.36650597230326
2016,2408102,877662,123.21227767974091,284000,159.85140573551345,299600,167.24629752647417
2016,3205309,359555,123.00721167004214,138000,161.37708445400753,212431,142.4602323023686
2017,1100205,519436,155.2125882609566,159000,189.86434849063812,163877,212.51539947868713
2017,1302603,2130264,151.5301582333631,627000,191.83874530729386,485033,214.13976856818672
2017,1200401,383443,151.52316258263883,125000,195.28198718950165,99316,184.77739120727827
2017,5002704,874210,131.73332368927444,301000,162.21255773096428,264839,174.10560500677124
2017,1600303,474706,167.55827579877732,132000,218.65527008895293,105653,257.4830014866083
2017,5300108,3039444,148.18272321911752,1005000,183.5733791201264,1246729,153.46982437610865
2017,1400100,332020,165.53986677834948,101000,207.32833829415992,88216,391.3579699214764
2017,5103403,590118,122.0901797056353,208000,163.89309127584468,237432,198.274724632356
2017,1721000,286787,208.7925448654945,88000,250.73368094139101,132783,256.25373912036594
2017,3550308,12106920,116.01616245091537,4244000,142.2053761942035,4867306,151.53321612844678
2017,2211001,850198,118.84897114739432,256000,150.8100147275405,278543,223.94156710778086
2017,3304557,6520266,111.30715013424597,2542000,141.07620834658348,2304692,132.99486761635578
2017,1501402,1452275,113.40458561283884,430000,145.17463157717046,398223,152.2439585730725
2017,5208707,1466105,134.13500553976323,516000,164.5235035854008,601892,184.886360494798
2017,2927408,2953986,120.91103664309422,1056000,162.20998820290995,766796,132.51304313263296
2017,4205407,485838,141.92717234126462,188000,181.05299652339727,277677,165.6319528533168
2017,2111300,1091868,125.49802994846142,323000,159.7870824758588,329753,191.18554250397153
2017,2704302,1029129,129.00249323417222,359000,179.7624531816452,251800,184.19089140198673
2017,4314902,1484941,109.13949095612934,589000,133.75268243389007,699742,126.73248318817114
2017,4106902,1908359,120.22560109367075,678000,143.96004790175044,863148,151.80739419713288
2017,3106200,2523794,112.74356429185993,912000,145.14573459338504,1177785,128.5457490302738
2017,2304400,2627482,122.69914756780838,860000,163.5008964031704,773125,186.77313993883143
2017,2611606,1633697,114.81420052638791,572000,152.18553864900747,662337,146.02815895301256
2017,2507507,811598,135.73370974053992,258000,170.04000553618624,268291,157.43853060266417
2017,2800308,650106,140.85766162406236,225000,192.91446601275808,216126,165.90874197807597
2017,2408102,885180,124.2677066530772,283000,159.28854867306447,295852,165.1540441114901
2017,3205309,363140,124.23367453062566,132000,154.36068947774632,214828,144.0677056788004
2018,1100205,519531,155.24097519579513,163000,194.6408100878869,158059,204.9706275206515
2018,1302603,2145444,152.60994355667628,670000,204.99515048785787,488463,215.65409729672456
2018,1200401,401155,158.52232088169163,131000,204.6555225745977,94585,175.9753669835718
2018,5002704,885711,133.46639120823482,306000,164.90711849061483,270871,178.07105197417727
2018,1600303,493634,174.23934375308852,132000,218.65527008895293,108958,265.53749421197574
2018,5300108,2974703,145.02639012532507,1015000,185.39997990739136,1193098,146.86795648732522
2018,1400100,375374,187.1554784412269,110000,225.80314071641178,86846,385.2801561598864
2018,5103403,607153,125.6145701009215,213000,167.83282904689864,244752,204.38751054288554
2018,1721000,291855,212.48225401332314,98000,279.22614468473085,132322,255.36406970685297
2018,3550308,12176866,116.68642924864689,4334000,145.22104157061213,4903449,152.65845153187743
2018,2211001,861442,120.42076716618206,261000,153.7555228276878,276138,222.0080075895226
2018,3304557,6688927,114.18635402696937,2577000,143.01864237181184,2266154,130.77098858688063
2018,1501402,1485732,116.01716051831387,450000,151.92694002262024,409277,156.46999453299128
2018,5208707,1495705,136.84313092230883,550000,175.36419955808222,591008,181.54306444230787
2018,2927408,2857329,116.95472199948671,1041000,159.90586905230043,770251,133.1101153187467
2018,4205407,492977,144.0126783810233,190000,182.97909223109298,279325,166.61497074209498
2018,2111300,1094667,125.81974373238563,335000,165.72344467310432,340335,197.3208177274783
2018,2704302,1012382,126.90323769459198,378000,189.27634346145373,248353,181.66942197123754
2018,4314902,1479101,108.7102653995693,581000,131.93600763003417,689598,124.89527131656588
2018,4106902,1917185,120.78163439518936,691000,146.72034380547132,883930,155.46245829530005
2018,3106200,2501576,111.7510361729102,915000,145.6231876677054,1179500,128.73292747080998
2018,2304400,2643247,123.43534749664005,908000,172.62652783032408,768412,185.63456363030213
2018,2611606,1637834,115.10494375942176,578000,153.78189045301804,655972,144.6248412586426
2018,2507507,800323,133.8480501192439,262000,172.676284691786,265079,155.55366469103927
2018,2800308,648939,140.60480917982207,220000,188.62747787914122,214373,164.56305462584825
2018,2408102,877640,123.2091891671826,282000,158.72569161061548,296216,165.3572405477372
2018,3205309,358267,122.56657452515189,139000,162.54648361671772,215628,144.60420075645806
2019,1100205,529544,158.23295812777707,164000,195.8349254871991,156685,203.18882678666372
2019,1302603,2182763,155.2645225079757,657000,201.01763264257107,488720,215.76756157755085
2019,1200401,407319,160.9581164866691,132000,206.2177784721137,92982,172.99298591601703
2019,5002704,895982,135.0141119705374,314000,169.21841570605577,271481,178.4720670023798
2019,1600303,503327,177.66070848687647,130000,215.34231145124153,107204,261.26288596982914
2019,5300108,3015268,147.00406504461407,1009000,184.3040194350324,1067615,131.42125237425233
2019,1400100,399213,199.04122292688763,106000,217.59211741763318,89105,395.30189432589503
2019,5103403,612547,126.73054085479139,199000,156.80156328794757,247101,206.34911356253497
2019,1721000,299127,217.77656437697934,100000,284.92463743339886,121027,233.56620414149796
2019,3550308,12252023,117.40663114320995,4467000,149.6775248490827,4981557,155.0901779212519
2019,2211001,864845,120.89647170655336,271000,159.64653902798233,277254,222.90524352398256
2019,3304557,6718903,114.69807289433219,2579000,143.1296386018249,2197860,126.83000580523718
2019,1501402,1492745,116.56478845303893,462000,155.97832508989012,396699,151.66132072225685
2019,5208707,1516113,138.71027358470712,544000,173.45113556290315,575872,176.89365898011656
2019,2927408,2872347,117.56943105643755,1112000,170.81203303185214,694020,119.93633534200745
2019,4205407,500973,146.3485386267035,200000,192.60957076957155,288294,171.96490244382542
2019,2111300,1101884,126.64925726528342,328000,162.2605667247111,344535,199.75591089878128
2019,2704302,1018948,127.72629327904794,394000,197.2880405391872,251076,183.66128772694688
2019,4314902,1483771,109.0534988497637,612000,138.97562249497574,679506,123.06747732916048
2019,4106902,1933105,121.78458592024897,717000,152.2409356129131,899181,158.14474982456326
2019,3106200,2512070,112.21982679674036,923000,146.89639586589297,1200871,131.0654000379814
2019,2304400,2669342,124.65394166999005,901000,171.29570658053083,759294,183.43181829162822
2019,2611606,1645727,115.65965401766105,592000,157.5067113290427,639967,141.09615316777197
2019,2507507,809015,135.30172226366122,273000,179.9260523696854,269392,158.08461944721554
2019,2800308,657013,142.35419275719664,230000,197.20145414637494,185122,142.10857616605767
2019,2408102,884122,124.11917727640925,304000,171.1085469844933,293617,163.90639566365408
2019,3205309,362097,123.87685423394821,140000,163.71588277942791,214335,143.73709058719385
2020,1100205,539354,161.16428266215664,170107.14285714287,203.12755881871283,156348,202.7518057915008
2020,1302603,2219580,157.8833931435766,698678.5714285714,213.76972969050976,499911,220.70833498894052
2020,1200401,413418,163.36822638198998,135464.2857142857,211.62987925993707,100046,186.13555601034437
2020,5002704,906092,136.53757189721242,317821.4285714286,171.27783000093154,271224,178.30311476918627
2020,1600303,512902,181.0404224377709,136785.7142857143,226.58270682919098,105623,257.40988960105284
2020,5300108,3055149,148.9483927521493,1051678.5714285714,192.09969065210953,1238408,152.44552606538227
2020,1400100,419652,209.2317817398588,112357.14285714286,230.64177944604918,90994,403.68217914023336
2020,5103403,618124,127.8843726854055,214499.99999999997,169.0147503782148,239706,200.1736966488238
2020,1721000,306296,222.99588657129337,102928.57142857143,293.26885895823415,123749,238.8193064052338
2020,3550308,12325232,118.10816607008393,4507107.142857143,151.02141064976004,4845415,150.85168642099302
2020,2211001,868075,121.34799261910088,272928.5714285714,160.78266358089627,264128,212.35226962100623
2020,3304557,6747815,115.19162826840454,2652714.2857142854,147.22064250802006,2074215,119.69493074686741
2020,1501402,1499641,117.10328014530529,467178.5714285714,157.7266906695155,398714,152.431671948893
2020,5208707,1536097,140.53862418081496,558821.4285714285,178.17685912242288,562566,172.8063843316019
2020,2927408,2886698,118.15683881221739,1120035.7142857143,172.04638257682151,728611,125.91414257496237
2020,4205407,508826,148.64262448329754,205071.42857142858,197.49359917122854,293937,175.33090362487846
2020,2111300,1108975,127.4642885056573,334178.5714285714,165.31708654650717,345073,200.0678347383434
2020,2704302,1025360,128.53004478796228,397892.85714285716,199.23731505140364,246524,180.33151434465202
2020,4314902,1488252,109.38284126739136,609035.7142857143,138.30247959890417,651683,118.02836594275739
2020,4106902,1948626,122.76240065771444,721750,153.24950527004185,863805,151.92294501574975
2020,3106200,2521564,112.64394516748968,944107.1428571428,150.25561928164683,1203945,131.4009023856247
2020,2304400,2686612,125.4604226576794,932142.8571428572,177.21650316124368,754360,182.23985234503718
2020,2611606,1653461,116.20318995294836,605642.857142857,161.13651126435244,636222,140.27047763510654
2020,2507507,817511,136.72261487053754,278071.4285714286,183.26847772767803,268526,157.57643330790447
2020,2800308,664908,144.0647926263287,241428.57142857142,207.00028416607057,208303,159.90342985230447
2020,2408102,890480,125.01175740576176,302142.8571428571,170.06324101137372,280871,156.79117100319866
2020,3205309,365855,125.16250205265752,143071.42857142858,167.3076087791807,209409,140.4336221465168
