name_muni,abbrev_state,capital,ano,value,code_muni,code_state
Salvador,BA,Salvador - Ba,2011,822477,2927408,29
Salvador,BA,Salvador - Ba,2010,796556,2927408,29
Salvador,BA,Salvador - Ba,2009,758599,2927408,29
Salvador,BA,Salvador - Ba,2008,719993,2927408,29
Salvador,BA,Salvador - Ba,2007,688087,2927408,29
Salvador,BA,Salvador - Ba,2006,658145,2927408,29
Salvador,BA,Salvador - Ba,2005,634026,2927408,29
Salvador,BA,Salvador - Ba,2004,588863,2927408,29
Salvador,BA,Salvador - Ba,2003,565376,2927408,29
Salvador,BA,Salvador - Ba,2002,554971,2927408,29
Salvador,BA,Salvador - Ba,2001,544568,2927408,29
S„o LuÌs,MA,S„o Luiz - Ma,2000,172478,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2020,345073,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2019,344535,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2018,340335,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2017,329753,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2016,331233,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2015,332974,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2014,354124,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2013,350252,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2012,348421,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2011,337140,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2010,324299,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2009,277248,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2008,277409,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2007,235329,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2006,217733,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2005,180928,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2004,169947,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2003,161147,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2002,176170,2111300,21
S„o LuÌs,MA,S„o Luiz - Ma,2001,179301,2111300,21
S√£o Paulo,SP,S„o Paulo - Sp,2000,3212039,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2020,4845415,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2019,4981557,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2018,4903449,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2017,4867306,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2016,4952351,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2015,5126131,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2014,5308401,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2013,5247904,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2012,5237258,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2011,5024883,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2010,4873339,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2009,4621085,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2008,4489076,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2007,4206171,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2006,3905101,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2005,3684599,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2004,3499636,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2003,3361671,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2002,3360921,3550308,35
S√£o Paulo,SP,S„o Paulo - Sp,2001,3212022,3550308,35
Teresina,PI,Terezina - Pi,2000,124382,2211001,22
Teresina,PI,Terezina - Pi,2020,264128,2211001,22
Teresina,PI,Terezina - Pi,2019,277254,2211001,22
Teresina,PI,Terezina - Pi,2018,276138,2211001,22
Teresina,PI,Terezina - Pi,2017,278543,2211001,22
Teresina,PI,Terezina - Pi,2016,276922,2211001,22
Teresina,PI,Terezina - Pi,2015,289440,2211001,22
Teresina,PI,Terezina - Pi,2014,288912,2211001,22
Teresina,PI,Terezina - Pi,2013,278682,2211001,22
Teresina,PI,Terezina - Pi,2012,272722,2211001,22
Teresina,PI,Terezina - Pi,2011,254344,2211001,22
Teresina,PI,Terezina - Pi,2010,247035,2211001,22
Teresina,PI,Terezina - Pi,2009,231571,2211001,22
Teresina,PI,Terezina - Pi,2008,223795,2211001,22
Teresina,PI,Terezina - Pi,2007,194210,2211001,22
Teresina,PI,Terezina - Pi,2006,194864,2211001,22
Teresina,PI,Terezina - Pi,2005,188498,2211001,22
Teresina,PI,Terezina - Pi,2004,181883,2211001,22
Teresina,PI,Terezina - Pi,2003,171492,2211001,22
Teresina,PI,Terezina - Pi,2002,167932,2211001,22
Teresina,PI,Terezina - Pi,2001,154949,2211001,22
Vit√≥ria,ES,VitÛria - Es,2000,149116,3205309,32
Vit√≥ria,ES,VitÛria - Es,2020,209409,3205309,32
Vit√≥ria,ES,VitÛria - Es,2019,214335,3205309,32
Vit√≥ria,ES,VitÛria - Es,2018,215628,3205309,32
Vit√≥ria,ES,VitÛria - Es,2017,214828,3205309,32
Vit√≥ria,ES,VitÛria - Es,2016,212431,3205309,32
Vit√≥ria,ES,VitÛria - Es,2015,223673,3205309,32
Vit√≥ria,ES,VitÛria - Es,2014,238021,3205309,32
Vit√≥ria,ES,VitÛria - Es,2013,240100,3205309,32
Vit√≥ria,ES,VitÛria - Es,2012,236864,3205309,32
Vit√≥ria,ES,VitÛria - Es,2011,236030,3205309,32
Vit√≥ria,ES,VitÛria - Es,2010,232723,3205309,32
Vit√≥ria,ES,VitÛria - Es,2009,225746,3205309,32
Vit√≥ria,ES,VitÛria - Es,2008,219923,3205309,32
Vit√≥ria,ES,VitÛria - Es,2007,219264,3205309,32
Vit√≥ria,ES,VitÛria - Es,2006,201984,3205309,32
Vit√≥ria,ES,VitÛria - Es,2005,183087,3205309,32
Vit√≥ria,ES,VitÛria - Es,2004,171172,3205309,32
Vit√≥ria,ES,VitÛria - Es,2003,169165,3205309,32
Vit√≥ria,ES,VitÛria - Es,2002,169233,3205309,32
Vit√≥ria,ES,VitÛria - Es,2001,157922,3205309,32
